OG0004835.2	OG0000692.0	OG0004617.12	OG0004338.2	OG0000027.1	OG0004464.0	OG0000107.44	OG0000038.0	OG0009883.5
OG0000196.0	OG0000000.3460	OG0000047.282	OG0006651.0	OG0004376.0	OG0000002.1788	OG0003897.10	OG0003313.1	OG0006380.6
-1.1752728727678972	-2.1694201465224596	-2.4104282460262545	-2.2283679187250245	-2.637558165874356	-1.3932735249871873	-1.8018830708475446	-3.2189341015640367	-1.8588288275392588
OG0002982.0	OG0005663.12	OG0000000.3460	OG0000018.289	OG0006082.0	OG0000307.20	OG0000187.1	OG0008987.2	OG0007474.0
-1.7617022724877125	-2.9061694283648647	-2.1694201465224596	-1.58337640836713	-1.5674681212618837	-1.1504009888485485	-1.5274082542630671	-1.5825120014863339	-2.1468826087764485
OG0015336.0	OG0009134.2	OG0004966.0	OG0000056.0	OG0000245.24	OG0003505.8	OG0004473.2	OG0001557.1	OG0000007.585
-1.897543423349266	-2.865647613376637	-1.9768156307517366	-1.357714316940423	-1.367731784500487	-2.887900420223765	-2.3090019204430923	-1.6615470596449509	-1.347215245091244
OG0000012.918	OG0005282.0	OG0006123.2	OG0000132.40	OG0000334.9	OG0006142.4	OG0000228.54	OG0007389.9	OG0004755.2
-1.4031602455622152	-3.22431729826094	-3.089267338097087	-1.6201572725083175	-2.089267338097087	-1.6964238003033594	-1.3025820060825506	-3.1831136259850803	-2.2422939825186567
OG0000334.9	OG0016143.0	OG0009033.6	OG0004605.20	OG0000435.0	OG0000119.0	OG0000006.561	OG0005827.2	OG0004848.14
-2.089267338097087	-2.9839316313723465	-2.068241312155092	-2.6099927379084407	-2.039784866105864	-2.414268267034073	-1.4663369871769107	-1.9997114898418764	-3.368104140946196
OG0004942.0	OG0000310.18	OG0006135.0	OG0000010.475	OG0000071.0	OG0000074.152	OG0004399.0	OG0007463.1	OG0005145.0
-3.4489811672194284	-1.6157291074575852	-1.8006260392781792	-1.5407782431771522	-1.5006260549978325	-1.6375581658743559	-1.7269019108215087	-4.015082594573079	-3.801078444479287
OG0004452.2	OG0000923.0	OG0000018.842	OG0007733.0	OG0006795.0	OG0000032.252	OG0000119.0	OG0002869.0	OG0003777.2
-1.8411459704833824	-1.6228207102633614	-1.4707287562940685	-2.372206417317518	-2.4579896444633906	-1.542458237592193	-2.414268267034073	-2.187378560422908	-1.9034682573063713
OG0002858.1	OG0000176.0	OG0000018.842	OG0000109.0	OG0005109.6	OG0007888.4	OG0004376.0	OG0011177.0	OG0000026.45
-2.49817873457909	-1.873555700275309	-1.4707287562940685	-1.6975932054422744	-2.2505086383974753	-2.5977144081300043	-2.637558165874356	-2.4679324477109694	-1.1872142911325638
OG0000012.918	OG0004106.0	OG0005872.0	OG0000239.0	OG0003381.2	OG0008250.0	OG0000307.20	OG0005445.3	OG0000119.0
-1.4031602455622152	-1.9691695698467255	-3.8140066299300344	-1.7107557148433576	-1.5491978471201813	-1.5209764400194856	-1.1504009888485485	-2.043348544428939	-2.414268267034073
OG0000027.457	OG0000923.0	OG0005941.0	OG0000132.40	OG0002769.24	OG0007553.0	OG0006695.2	OG0003247.1	OG0000169.16
-2.107803289534515	-1.6228207102633614	-2.615287037577954	-1.6201572725083175	-1.6443071024337756	-1.7607241741174424	-2.1982618984335427	-2.3857141938809536	-1.6402539530945293
OG0000018.842	OG0000010.64	OG0000045.0	OG0006103.0	OG0014035.0	OG0007204.8	OG0002939.24	OG0000074.152	OG0005682.0
-1.4707287562940685	-1.4568010998066674	-1.3462979086065388	-2.798868033092113	-1.9153914246821906	-1.5209764400194856	-2.3233715117570313	-1.6375581658743559	-2.1456053222468996
OG0007785.0	OG0000923.0	OG0000349.0	OG0006151.2	OG0004733.0	OG0000035.64	OG0009199.1	OG0000001.1420	OG0003914.5
-2.3800705758839222	-1.6228207102633614	-2.286304185156641	-3.089267338097087	-2.305431774991167	-1.6321816563938067	-1.964094616257872	-1.3147325934831586	-2.5403585500713883
OG0004054.20	OG0000228.54	OG0000429.0	OG0010728.0	OG0005626.0	OG0003880.0	OG0000119.0	OG0006621.0	OG0000013.2
-2.9428616956064584	-1.3025820060825506	-1.886299500835272	-1.837532132384696	-2.160685336544851	-2.203568368934305	-2.414268267034073	-1.9470277251860115	-1.2726458463191588
OG0013605.0	OG0005011.0	OG0000139.0	OG0000307.20	OG0010733.0	OG0000071.0	OG0000001.1420	OG0002991.24	OG0004975.0
-2.298317879704717	-2.346664773208869	-1.5587290095614008	-1.1504009888485485	-1.5784131268372943	-1.5006260549978325	-1.3147325934831586	-1.8836352433082157	-2.7312063248775216
OG0000923.0	OG0000027.457	OG0000269.0	OG0007052.0	OG0000429.0	OG0009963.2	OG0003568.0	OG0004579.2	OG0006418.0
-1.6228207102633614	-2.107803289534515	-2.168771306825942	-1.5790595438629198	-1.886299500835272	-2.344464983647896	-1.656535323845471	-2.134793803412827	-3.151362038095294
OG0000010.64	OG0000045.0	OG0004328.0	OG0007739.4	OG0002939.24	OG0005227.24	OG0000187.1	OG0003370.4	OG0000442.2
-1.4568010998066674	-1.3462979086065388	-2.3008037548517564	-4.82398367300962	-2.3233715117570313	-1.3991593719702355	-1.5274082542630671	-1.4831779765542241	-1.386468347082073
OG0004971.4	OG0004323.9	OG0000045.0	OG0004599.4	OG0000710.0	OG0008970.0	OG0007263.0	OG0000192.0	OG0000001.425
-2.140825544133565	-1.8852332073344857	-1.3462979086065388	-2.402778731599688	-1.9825056205407274	-1.7307274219549862	-2.006361864568414	-1.5657587667480637	-1.2827897009804041
OG0000310.18	OG0000923.0	OG0005250.2	OG0006118.4	OG0000060.0	OG0007761.3	OG0003732.8	OG0000026.45	OG0009295.0
-1.6157291074575852	-1.6228207102633614	-4.171888402113209	-2.334243417320602	-1.3061450976464348	-2.5170484866326897	-3.1791879227712805	-1.1872142911325638	-1.1733193246821423
OG0007208.0	OG0015301.0	OG0003722.24	OG0000142.14	OG0000000.3460	OG0011146.2	OG0000121.128	OG0000013.2	OG0001785.1
-4.503077533991928	-3.4813238715332675	-3.386091221203337	-1.5525794954095031	-2.1694201465224596	-2.6919886854478223	-2.13384372432621	-1.2726458463191588	-1.7846320277965204
OG0013081.0	OG0000176.0	OG0004998.0	OG0004061.2	OG0000007.976	OG0006125.2	OG0001557.1	OG0000090.24	OG0001785.1
-1.273343137314313	-1.873555700275309	-3.9343449753427513	-1.8344417455388262	-1.3154505308161575	-1.9037381469415966	-1.6615470596449509	-1.3778192957794075	-1.7846320277965204
OG0007228.0	OG0000056.0	OG0003155.34	OG0000349.0	OG0000015.773	OG0000435.0	OG0005247.0	OG0006389.4	OG0006034.4
-3.1558554189406562	-1.357714316940423	-2.9072513144604764	-2.286304185156641	-0.9905094970525475	-2.039784866105864	-2.5933544923279976	-1.8119789485830515	-2.4552178952133374
OG0004595.0	OG0002284.0	OG0010502.4	OG0003424.0	OG0000442.2	OG0000169.16	OG0000043.242	OG0000013.2	OG0003049.0
-1.9373256372366074	-1.690590950759881	-2.055291452373373	-1.5116906642966368	-1.386468347082073	-1.6402539530945293	-1.1639142882975944	-1.2726458463191588	-2.0165411884096764
OG0000018.842	OG0000228.54	OG0000007.976	OG0006653.0	OG0005447.3	OG0000007.585	OG0006380.6	OG0005828.2	OG0003049.0
-1.4707287562940685	-1.3025820060825506	-1.3154505308161575	-1.664745434758939	-3.390623251236693	-1.347215245091244	-1.8588288275392588	-2.392894616241506	-2.0165411884096764
OG0005282.0	OG0005153.1	OG0006859.2	OG0000429.0	OG0000010.475	OG0006085.0	OG0000043.242	OG0009295.0	OG0000442.2
-3.22431729826094	-2.2997378552532965	-2.701341684435485	-1.886299500835272	-1.5407782431771522	-1.458386043707783	-1.1639142882975944	-1.1733193246821423	-1.386468347082073
OG0013952.2	OG0000010.64	OG0006103.0	OG0003155.34	OG0000002.1788	OG0000169.16	OG0000200.0	OG0003914.5	OG0005112.6
-2.061902438925907	-1.4568010998066674	-2.798868033092113	-2.9072513144604764	-1.3932735249871873	-1.6402539530945293	-1.6481455608676208	-2.5403585500713883	-1.9624069244597668
OG0000575.28	OG0000176.0	OG0005940.0	OG0004998.0	OG0000486.2	OG0007221.2	OG0013972.4	OG0000001.1420	OG0004977.0
-1.9850734557618972	-1.873555700275309	-2.448114896528275	-3.9343449753427513	-1.8349563505169555	-2.692454898100414	-1.9785202725895485	-1.3147325934831586	-1.8316146945852478
OG0004469.6	OG0007485.0	OG0000228.54	OG0004800.28	OG0000192.0	OG0003023.39	OG0003064.0	OG0000119.0	OG0000001.1420
-2.7216583413783577	-1.4538340149720796	-1.3025820060825506	-2.038895320270947	-1.5657587667480637	-2.5462453931483027	-1.8651219456568886	-2.414268267034073	-1.3147325934831586
OG0003831.0	OG0000039.0	OG0000001.425	OG0004957.0	OG0000435.0	OG0000187.1	OG0008093.0	OG0011959.6	OG0003370.4
-2.038598926835721	-1.3222888137393203	-1.2827897009804041	-3.016249351645075	-2.039784866105864	-1.5274082542630671	-2.2688167584278	-2.163591067720262	-1.4831779765542241
OG0006340.0	OG0000109.0	OG0005222.2	OG0000071.0	OG0003245.24	OG0007716.0	OG0006416.0	OG0000001.1420	OG0000350.8
-2.157141816744023	-1.6975932054422744	-2.672082742581352	-1.5006260549978325	-1.9301603749313658	-2.4872168790826374	-3.016249351645075	-1.3147325934831586	-1.4568010998066674
OG0006461.4	OG0006693.0	OG0004811.0	OG0000228.54	OG0006136.0	OG0006820.0	OG0000026.45	OG0000350.8	OG0000075.0
-3.095419565078682	-2.434402824145775	-2.0886535558964283	-1.3025820060825506	-2.3093594213843067	-1.9181150332707726	-1.1872142911325638	-1.4568010998066674	-1.5942254220501242
OG0000018.842	OG0000000.3460	OG0000486.2	OG0005463.3	OG0004549.24	OG0000010.475	OG0004499.0	OG0002555.0	OG0012711.2
-1.4707287562940685	-2.1694201465224596	-1.8349563505169555	-2.3584539709124765	-2.320125852253377	-1.5407782431771522	-3.1028370366411653	-1.9691695698467255	-2.95623555768983
OG0000575.28	OG0004595.0	OG0000710.0	OG0000071.0	OG0004831.2	OG0006875.0	OG0000001.1420	OG0000009.1514	OG0006631.0
-1.9850734557618972	-1.9373256372366074	-1.9825056205407274	-1.5006260549978325	-3.4063689522289753	-2.566185915541973	-1.3147325934831586	-3.2467377807321434	-1.6488239972971885
OG0000054.0	OG0005660.0	OG0005061.1	OG0006118.4	OG0000169.16	OG0001557.1	OG0017850.0	OG0000102.0	OG0003820.20
-1.5576668766702486	-2.5088139035410735	-1.8028894852873039	-2.334243417320602	-1.6402539530945293	-1.6615470596449509	-2.23073604337123	-1.5153978056277968	-2.8900377466011817
OG0004316.0	OG0000054.0	OG0005879.0	OG0004580.6	OG0001557.1	OG0000090.24	OG0000102.0	OG0006931.8	OG0006171.5
-3.084364376569687	-1.5576668766702486	-2.864596469402349	-2.326262685151254	-1.6615470596449509	-1.3778192957794075	-1.5153978056277968	-2.02561753417927	-1.929610672108602
OG0000010.64	OG0004606.1	OG0000349.0	OG0000002.1788	OG0004808.0	OG0000074.152	OG0002555.0	OG0004530.3
-1.4568010998066674	-2.149440579377228	-2.286304185156641	-1.3932735249871873	-2.2716005413289375	-1.6375581658743559	-1.9691695698467255	-2.9029286294560968
OG0004942.0	OG0004225.4	OG0000010.64	OG0003535.14	OG0005840.28	OG0000710.0	OG0000032.252	OG0000169.16	OG0007120.0
-3.4489811672194284	-1.7998723457263979	-1.4568010998066674	-1.5859727408750985	-3.012169823462727	-1.9825056205407274	-1.542458237592193	-1.6402539530945293	-2.9356689537540164
OG0000047.282	OG0004739.0	OG0003695.0	OG0000032.252	OG0000169.16	OG0009295.0	OG0000043.242	OG0006816.6	OG0006444.0
-2.4104282460262545	-2.0606981859003164	-2.745164117214237	-1.542458237592193	-1.6402539530945293	-1.1733193246821423	-1.1639142882975944	-2.037413961643117	-1.8791172667513478
OG0005250.2	OG0000132.40	OG0005349.0	OG0000139.0	OG0006532.0	OG0000026.45	OG0004571.0	OG0007495.0	OG0000442.2
-4.171888402113209	-1.6201572725083175	-1.5972778231543954	-1.5587290095614008	-2.9748294242650943	-1.1872142911325638	-1.9899363166553026	-2.8395960741399864	-1.386468347082073
OG0000112.0	OG0005169.0	OG0002964.14	OG0000228.54	OG0006103.0	OG0000000.3460	OG0012112.2	OG0000032.252	OG0005088.0
-1.2012443860853812	-2.5950968778548695	-1.8076795649655009	-1.3025820060825506	-2.798868033092113	-2.1694201465224596	-3.049904905826314	-1.542458237592193	-3.083141235300246
OG0000027.457	OG0005109.6	OG0007404.0	OG0000429.0	OG0000015.773	OG0000074.152	OG0001978.48	OG0005889.4	OG0006234.0
-2.107803289534515	-2.2505086383974753	-1.845287186217842	-1.886299500835272	-0.9905094970525475	-1.6375581658743559	-2.211564851526944	-2.47513393541407	-3.6941345122048803
OG0000009.921	OG0007308.0	OG0000349.0	OG0004757.2	OG0000048.325	OG0006383.0	OG0006151.2	OG0000007.3	OG0000442.2
-1.4908615842822894	-1.2702079784400349	-2.286304185156641	-1.7034544918048826	-3.139235797371172	-2.559366664838473	-3.089267338097087	-1.4564051357473986	-1.386468347082073
OG0004813.0	OG0002284.0	OG0000018.816	OG0005958.4	OG0000056.0	OG0000187.1	OG0000074.152	OG0000035.64	OG0007495.0
-2.0531942938094603	-1.690590950759881	-1.9148473194368616	-1.795358434389579	-1.357714316940423	-1.5274082542630671	-1.6375581658743559	-1.6321816563938067	-2.8395960741399864
OG0000112.0	OG0005282.0	OG0005367.4	OG0000032.252	OG0000435.0	OG0000009.1514	OG0006866.0	OG0000007.3
-1.2012443860853812	-3.22431729826094	-1.9677580688625063	-1.542458237592193	-2.039784866105864	-3.2467377807321434	-1.6190489563741528	-1.4564051357473986
OG0005011.0	OG0008197.4	OG0004054.20	OG0000109.0	OG0018155.0	OG0000010.475	OG0000169.16	OG0000035.64	OG0004977.0
-2.346664773208869	-2.586405917590825	-2.9428616956064584	-1.6975932054422744	-2.450873019800733	-1.5407782431771522	-1.6402539530945293	-1.6321816563938067	-1.8316146945852478
OG0000027.457	OG0005378.12	OG0000010.64	OG0000239.0	OG0006399.1	OG0000486.2	OG0004239.0	OG0003914.5	OG0005468.0
-2.107803289534515	-3.0782590139204995	-1.4568010998066674	-1.7107557148433576	-1.7183314200271549	-1.8349563505169555	-3.1253210507925444	-2.5403585500713883	-2.435963338133392
OG0006168.0	OG0004249.0	OG0000007.976	OG0011359.3	OG0000307.20	OG0000192.0	OG0007195.0	OG0005889.4	OG0000015.1
-3.0320936297098533	-1.6743833251783957	-1.3154505308161575	-2.0197552951466102	-1.1504009888485485	-1.5657587667480637	-2.061902438925907	-2.47513393541407	-1.0081017984969645
OG0005939.0	OG0000027.457	OG0004811.0	OG0011997.0	OG0012737.0	OG0004580.6	OG0000001.425	OG0000187.1	OG0000074.152
-2.5937898914684347	-2.107803289534515	-2.0886535558964283	-2.945082080871042	-2.5462453931483027	-2.326262685151254	-1.2827897009804041	-1.5274082542630671	-1.6375581658743559
OG0000112.0	OG0000109.0	OG0000009.921	OG0004811.0	OG0006118.4	OG0011292.4	OG0003732.8	OG0000116.0	OG0008989.0
-1.2012443860853812	-1.6975932054422744	-1.4908615842822894	-2.0886535558964283	-2.334243417320602	-3.276974493223816	-3.1791879227712805	-1.732164607902385	-3.434402824145775
OG0012891.0	OG0000349.0	OG0000010.475	OG0003897.10	OG0001557.1	OG0000116.0	OG0004243.8	OG0005592.8	OG0003622.40
-3.1053180261449205	-2.286304185156641	-1.5407782431771522	-1.8018830708475446	-1.6615470596449509	-1.732164607902385	-3.7193761974157025	-3.1857367086002184	-3.8666995237702233
OG0005169.0	OG0000142.14	OG0001981.2	OG0000039.0	OG0012895.2	OG0000307.20	OG0005665.0	OG0010780.2	OG0000116.0
-2.5950968778548695	-1.5525794954095031	-3.36602018158957	-1.3222888137393203	-2.0133342263030864	-1.1504009888485485	-2.239225505557113	-2.279283757478869	-1.732164607902385
OG0000176.0	OG0004576.6	OG0009106.2	OG0000039.0	OG0000169.16	OG0000200.0	OG0006383.0	OG0002869.0	OG0013571.0
-1.873555700275309	-2.173970213500261	-2.4908615842822894	-1.3222888137393203	-1.6402539530945293	-1.6481455608676208	-2.559366664838473	-2.187378560422908	-2.103456884144101
OG0000015.1	OG0000007.976	OG0009275.0	OG0004957.0	OG0000169.16	OG0002447.0	OG0005904.2	OG0009980.2	OG0000442.2
-1.0081017984969645	-1.3154505308161575	-1.287184145562628	-3.016249351645075	-1.6402539530945293	-2.128787175742486	-3.4671344968936753	-2.9953907467474106	-1.386468347082073
OG0000045.0	OG0006103.0	OG0007231.0	OG0003338.0	OG0000187.1	OG0001557.1	OG0002620.1	OG0005473.2	OG0000015.1
-1.3462979086065388	-2.798868033092113	-1.787617429877643	-1.9728459484962733	-1.5274082542630671	-1.6615470596449509	-2.484388460507959	-2.2709040918628958	-1.0081017984969645
OG0000054.0	OG0006488.0	OG0000090.24	OG0006532.0	OG0000435.0	OG0004831.2	OG0004569.0	OG0000043.242	OG0003732.8
-1.5576668766702486	-3.7157701696517162	-1.3778192957794075	-2.9748294242650943	-2.039784866105864	-3.4063689522289753	-2.1821311982720135	-1.1639142882975944	-3.1791879227712805
OG0011450.0	OG0005640.2	OG0000099.0	OG0000486.2	OG0000039.0	OG0000187.1	OG0005904.2	OG0004243.8	OG0009794.0
-2.8323851592448888	-3.2709040918628958	-1.190667880226499	-1.8349563505169555	-1.3222888137393203	-1.5274082542630671	-3.4671344968936753	-3.7193761974157025	-3.3189735973798546
OG0006923.0	OG0000177.8	OG0000486.2	OG0012758.0	OG0003695.0	OG0000032.252	OG0000100.1	OG0003809.0	OG0006416.0
-2.4181185363086657	-2.107803289534515	-1.8349563505169555	-2.3269863847103918	-2.745164117214237	-1.542458237592193	-1.4305089080412838	-1.7352834310229794	-3.016249351645075
OG0005936.0	OG0000039.0	OG0005141.0	OG0000307.20	OG0006135.0	OG0007029.0	OG0000119.0	OG0000090.24	OG0012984.0
-1.5950968778548693	-1.3222888137393203	-2.3011592297927903	-1.1504009888485485	-1.8006260392781792	-1.833670182079369	-2.414268267034073	-1.3778192957794075	-2.435182870145254
OG0004737.6	OG0006142.4	OG0000056.0	OG0004933.6	OG0000121.128	OG0000100.1	OG0000187.1	OG0012160.0	OG0008089.0
-2.703219582573575	-1.6964238003033594	-1.357714316940423	-2.5332423842738288	-2.13384372432621	-1.4305089080412838	-1.5274082542630671	-2.1574635954987613	-2.298317879704717
OG0005936.0	OG0000000.3460	OG0004724.0	OG0000486.2	OG0009243.3	OG0000349.0	OG0007175.0	OG0004972.9	OG0000001.1420
-1.5950968778548693	-2.1694201465224596	-2.180495303958067	-1.8349563505169555	-2.5911794654711495	-2.286304185156641	-1.9436939396681234	-2.2155797753822157	-1.3147325934831586
OG0005250.2	OG0011148.0	OG0000334.9	OG0004895.0	OG0000200.0	OG0000035.64	OG0006833.2	OG0000001.1420	OG0004977.0
-4.171888402113209	-1.6803820657998387	-2.089267338097087	-2.0673340518542216	-1.6481455608676208	-1.6321816563938067	-2.192974874501356	-1.3147325934831586	-1.8316146945852478
OG0005222.2	OG0006233.0	OG0011462.0	OG0000429.0	OG0004499.0	OG0000102.0	OG0005764.0	OG0000013.2	OG0000442.2
-2.672082742581352	-3.043348544428939	-2.4188898247744506	-1.886299500835272	-3.1028370366411653	-1.5153978056277968	-2.6241542753321765	-1.2726458463191588	-1.386468347082073
OG0000112.0	OG0006373.0	OG0009002.5	OG0004749.2	OG0000011.1	OG0000435.0	OG0000119.0	OG0006416.0	OG0004840.3
-1.2012443860853812	-2.1096700506846275	-2.6317345170625073	-2.1090475285429777	-1.347949534477697	-2.039784866105864	-2.414268267034073	-3.016249351645075	-2.380821783940931
OG0000575.28	OG0004971.4	OG0000054.0	OG0006925.0	OG0000269.0	OG0002453.0	OG0000307.20	OG0012208.0	OG0004239.0
-1.9850734557618972	-2.140825544133565	-1.5576668766702486	-1.4345977961091623	-2.168771306825942	-1.5864059175908252	-1.1504009888485485	-2.567895776531323	-3.1253210507925444
OG0000177.8	OG0005940.0	OG0005305.2	OG0000269.0	OG0005879.0	OG0000121.128	OG0006699.0	OG0000001.1420	OG0012210.0
-2.107803289534515	-2.448114896528275	-1.5929192245494994	-2.168771306825942	-2.864596469402349	-2.13384372432621	-3.3401484912971684	-1.3147325934831586	-2.2901800320230836
OG0002485.15	OG0004225.4	OG0000109.0	OG0006683.0	OG0000011.1	OG0000090.24	OG0005416.0	OG0008089.0	OG0000015.1
-2.25635578329374	-1.7998723457263979	-1.6975932054422744	-3.7035014782414315	-1.347949534477697	-1.3778192957794075	-2.1265804965651434	-2.298317879704717	-1.0081017984969645
OG0000099.0	OG0000139.0	OG0000307.20	OG0005099.0	OG0000010.475	OG0005163.0	OG0003593.0	OG0017856.0	OG0003504.8
-1.190667880226499	-1.5587290095614008	-1.1504009888485485	-2.8287931725818574	-1.5407782431771522	-1.4675334171342618	-2.1228054528737617	-1.711936799674684	-2.244685095954902
OG0000575.28	OG0008560.0	OG0006607.0	OG0000710.0	OG0000011.1	OG0000007.585	OG0005416.0	OG0005095.4	OG0005145.0
-1.9850734557618972	-2.3492354408830978	-1.0761282264699223	-1.9825056205407274	-1.347949534477697	-1.347215245091244	-2.1265804965651434	-2.5773364083449786	-3.801078444479287
OG0007208.0	OG0000923.0	OG0007048.0	OG0000018.842	OG0000010.64	OG0011997.0	OG0005871.0	OG0000002.1788	OG0004848.14
-4.503077533991928	-1.6228207102633614	-3.1384733407124203	-1.4707287562940685	-1.4568010998066674	-2.945082080871042	-3.436666120500568	-1.3932735249871873	-3.368104140946196
OG0005700.0	OG0005039.24	OG0006790.0	OG0006082.0	OG0000349.0	OG0001557.1	OG0000026.45	OG0001978.48	OG0000102.0
-1.8698598646635514	-3.579921884020626	-2.077041035763828	-1.5674681212618837	-2.286304185156641	-1.6615470596449509	-1.1872142911325638	-2.211564851526944	-1.5153978056277968
OG0006095.0	OG0006142.4	OG0000196.0	OG0003795.5	OG0000039.0	OG0016440.0	OG0003809.0	OG0000119.0	OG0000442.2
-1.6001179899733253	-1.6964238003033594	-1.1752728727678972	-2.1240627035336246	-1.3222888137393203	-1.8991568755668882	-1.7352834310229794	-2.414268267034073	-1.386468347082073
OG0004942.0	OG0007615.6	OG0007546.0	OG0000142.14	OG0005115.3	OG0000121.128	OG0006563.0	OG0000116.0	OG0000011.866
-3.4489811672194284	-2.5403585500713883	-2.1294182759454148	-1.5525794954095031	-2.0730896932471135	-2.13384372432621	-3.1225541341655414	-1.732164607902385	-1.3733272473940066
OG0011464.0	OG0000027.457	OG0000923.0	OG0004330.0	OG0000177.8	OG0000010.64	OG0012884.0	OG0006837.2	OG0004479.1
-3.4748933057677958	-2.107803289534515	-1.6228207102633614	-2.4035418604410146	-2.107803289534515	-1.4568010998066674	-1.7509794897140352	-2.0800879113226918	-2.49817873457909
OG0000054.0	OG0004106.0	OG0006373.0	OG0000099.0	OG0001986.24	OG0000307.20	OG0000187.1	OG0014531.2	OG0005145.0
-1.5576668766702486	-1.9691695698467255	-2.1096700506846275	-1.190667880226499	-2.5084034055895517	-1.1504009888485485	-1.5274082542630671	-2.965784284662087	-3.801078444479287
OG0008519.0	OG0000228.54	OG0000007.976	OG0001986.24	OG0000139.0	OG0004376.0	OG0010733.0	OG0000105.0	OG0006866.0
-2.616613653800984	-1.3025820060825506	-1.3154505308161575	-2.5084034055895517	-1.5587290095614008	-2.637558165874356	-1.5784131268372943	-1.6148451031156563	-1.6190489563741528
OG0003748.2	OG0000239.0	OG0000060.0	OG0003897.10	OG0000200.0	OG0002447.0	OG0000001.1420	OG0006844.0	OG0013486.1
-1.2833163281229152	-1.7107557148433576	-1.3061450976464348	-1.8018830708475446	-1.6481455608676208	-2.128787175742486	-1.3147325934831586	-2.2542893780119995	-2.31114825613412
OG0007178.0	OG0006488.0	OG0004966.0	OG0003526.0	OG0000429.0	OG0000060.0	OG0000307.20	OG0000010.475	OG0011296.2
-2.049904905826314	-3.7157701696517162	-1.9768156307517366	-2.962406924459767	-1.886299500835272	-1.3061450976464348	-1.1504009888485485	-1.5407782431771522	-2.8458056750072105
OG0003514.0	OG0000054.0	OG0005494.2	OG0013514.0	OG0000239.0	OG0003260.25	OG0005116.0	OG0000060.0	OG0000442.2
-1.897543423349266	-1.5576668766702486	-2.7480688733114134	-2.3906232512366934	-1.7107557148433576	-1.8852332073344857	-2.4297313844218773	-1.3061450976464348	-1.386468347082073
OG0009979.2	OG0010239.6	OG0000048.325	OG0000035.64	OG0005447.3	OG0000001.1420	OG0000350.8	OG0003696.0	OG0000442.2
-2.837532132384696	-2.041268662432164	-3.139235797371172	-1.6321816563938067	-3.390623251236693	-1.3147325934831586	-1.4568010998066674	-2.1231196628370834	-1.386468347082073
OG0013830.0	OG0000018.842	OG0004744.2	OG0005871.0	OG0011219.4	OG0000032.252	OG0001557.1	OG0003914.5	OG0000007.3
-1.8018830708475446	-1.4707287562940685	-2.0215114670504883	-3.436666120500568	-2.773984783597012	-1.542458237592193	-1.6615470596449509	-2.5403585500713883	-1.4564051357473986
OG0000310.18	OG0000995.122	OG0005941.0	OG0000269.0	OG0003831.0	OG0005643.0	OG0015295.0	OG0000121.128	OG0000001.1420
-1.6157291074575852	-2.539519529959989	-2.615287037577954	-2.168771306825942	-2.038598926835721	-2.446148031818874	-1.9034682573063713	-2.13384372432621	-1.3147325934831586
OG0000054.0	OG0006923.0	OG0004328.0	OG0002713.0	OG0001557.1	OG0000119.0	OG0000090.24	OG0006844.0	OG0006171.5
-1.5576668766702486	-2.4181185363086657	-2.3008037548517564	-2.599899316984519	-1.6615470596449509	-2.414268267034073	-1.3778192957794075	-2.2542893780119995	-1.929610672108602
OG0000112.0	OG0005494.2	OG0000228.54	OG0007404.0	OG0000032.252	OG0000015.773	OG0002447.0	OG0006875.0	OG0011289.2
-1.2012443860853812	-2.7480688733114134	-1.3025820060825506	-1.845287186217842	-1.542458237592193	-0.9905094970525475	-2.128787175742486	-2.566185915541973	-2.5166356392866507
OG0007462.4	OG0012132.2	OG0004113.4	OG0006103.0	OG0000710.0	OG0000002.1788	OG0000187.1	OG0004239.0	OG0000035.64
-1.980226930959973	-2.592919224549499	-2.1491205849119286	-2.798868033092113	-1.9825056205407274	-1.3932735249871873	-1.5274082542630671	-3.1253210507925444	-1.6321816563938067
OG0007097.14	OG0005640.2	OG0000139.0	OG0005870.0	OG0000100.1	OG0000435.0	OG0006976.0	OG0004736.6	OG0000013.2
-2.1989241408325424	-3.2709040918628958	-1.5587290095614008	-2.6610907271910786	-1.4305089080412838	-2.039784866105864	-1.7658666043875175	-2.207894294337095	-1.2726458463191588
OG0000265.0	OG0002284.0	OG0000018.842	OG0000109.0	OG0000056.0	OG0004749.2	OG0006507.0	OG0003023.39	OG0008926.4
-2.897543423349266	-1.690590950759881	-1.4707287562940685	-1.6975932054422744	-1.357714316940423	-2.1090475285429777	-1.770781257550753	-2.5462453931483027	-3.297608415691949
OG0004245.1	OG0004576.6	OG0006103.0	OG0013032.0	OG0000018.289	OG0000139.0	OG0002907.66	OG0000200.0	OG0000015.1
-2.67116353577046	-2.173970213500261	-2.798868033092113	-1.3718330007136763	-1.58337640836713	-1.5587290095614008	-4.1160351673796916	-1.6481455608676208	-1.0081017984969645
OG0000009.921	OG0005431.0	OG0000196.0	OG0007013.0	OG0007195.0	OG0000435.0	OG0000116.0	OG0011456.0	OG0004840.3
-1.4908615842822894	-3.522509172896282	-1.1752728727678972	-2.280685112655481	-2.061902438925907	-2.039784866105864	-1.732164607902385	-1.6170561304310094	-2.380821783940931
OG0004961.2	OG0009106.2	OG0005936.0	OG0000349.0	OG0000032.252	OG0000015.773	OG0000200.0	OG0006694.0	OG0004975.0
