OG0001643.24	OG0001566.2	OG0001698.26	OG0000027.457
-3.330537769639225	-2.0445383960764985	-2.947305888696155	-2.107803289534515
OG0001243.24	OG0006922.0	OG0001669.0	OG0000006.561	OG0001801.0
-2.2095615718147994	-2.67116353577046	-1.4208198518728499	-1.4663369871769107	-2.2145749964390666
OG0001077.24	OG0001230.26	OG0000038.0	OG0001066.26
-3.2229696147991937	-2.014499569695115	-1.8817731862070524	-2.343000318505964
OG0000010.475	OG0001391.24	OG0001434.24	OG0001938.0	OG0013973.0
-1.5407782431771522	-3.123433941248279	-2.7312063248775216	-2.3335160691625743	-1.5825120014863339
OG0002015.0	OG0001429.24	OG0016916.0	OG0000038.0	OG0001219.24
-3.145605322246899	-2.242635327614509	-2.02561753417927	-1.8817731862070524	-2.886299500835272
OG0001403.24	OG0000479.1	OG0000002.1788	OG0000548.29
-2.1616532634787693	-2.39744810252834	-1.3932735249871873	-2.6104331882372747
OG0020885.0	OG0002006.0	OG0000082.1	OG0001886.0	OG0001028.24
-1.5555449538860644	-2.5047141706290357	-2.3800705758839222	-2.806922178453633	-2.1240627035336246
OG0000405.0	OG0008289.10	OG0001541.1	OG0000038.0	OG0001289.1
-1.6588112275212596	-1.798868033092113	-2.2440015162022933	-1.8817731862070524	-4.065158952126021
OG0002050.0	OG0000010.475	OG0001330.24	OG0001963.0	OG0019409.0
-1.9702997657845802	-1.5407782431771522	-1.8651219456568886	-1.6192705514964514	-2.5145731728297585
OG0000010.475	OG0001418.30	OG0006939.0	OG0001051.24	OG0002114.0
-1.5407782431771522	-2.7710274302398394	-1.858305638035469	-2.5517333399360456	-3.437838185753829
OG0000054.0	OG0000775.24	OG0000396.79	OG0000993.25	OG0000104.85
-1.5576668766702486	-3.4759363242227894	-2.8008773579863995	-2.368104140946196	-1.6975932054422744
OG0001103.24	OG0000018.289	OG0001074.2	OG0000609.44
-2.544981903030275	-1.58337640836713	-3.343805700315292	-2.1209216288312693
OG0000862.34	OG0001277.24	OG0000032.252	OG0000377.2
-2.289827251720338	-3.456880305661412	-1.542458237592193	-2.226678777868338
OG0012317.2	OG0002332.0	OG0000018.289	OG0001311.5	OG0001141.24
-4.144584306605636	-3.2108967824986188	-1.58337640836713	-1.9635318329307085	-2.1430541367175673
OG0007561.6	OG0001096.1	OG0000683.0	OG0000056.0	OG0001422.30
-2.2283679187250245	-2.6610907271910786	-1.3125809226281095	-1.357714316940423	-2.1335271702841525
OG0000941.24	OG0001735.3	OG0000513.32	OG0000018.289
-1.9907961726701602	-4.222700229112501	-1.3955490696874837	-1.58337640836713
OG0001087.24	OG0006926.0	OG0001410.24	OG0000006.561	OG0002071.0
-2.049904905826314	-2.007521587332543	-2.639354797539784	-1.4663369871769107	-2.003177425541024
OG0000101.90	OG0011986.10	OG0002155.0	OG0000006.561	OG0000826.25
-2.719756304133983	-1.9988463053836296	-2.402778731599688	-1.4663369871769107	-2.0174170530774096
OG0000010.475	OG0001540.26	OG0001457.24	OG0000677.1	OG0017954.0
-1.5407782431771522	-3.0115879742752116	-2.618827395283202	-2.0631076980109504	-2.3161688255986776
OG0000097.1	OG0002154.0	OG0000082.1	OG0014817.2	OG0001674.0
-2.030619235058392	-1.9736956756480915	-2.3800705758839222	-1.0315036910220627	-2.1081142486996134
OG0000010.475	OG0000776.26	OG0000019.257	OG0001411.26	OG0014669.4
-1.5407782431771522	-2.218262612121666	-1.7918573526622783	-2.5137490111158916	-1.8339273240532943
OG0001382.24	OG0006199.1	OG0001126.24	OG0002141.0	OG0000001.1420
-2.849960307225847	-2.5121020987899114	-2.1844245711374275	-2.379319758775699	-1.3147325934831586
OG0000054.0	OG0001071.1	OG0001231.24	OG0015219.0	OG0002075.0
-1.5576668766702486	-2.139553606611556	-2.1532860593285235	-2.080698059371917	-1.9334629976042088
OG0001666.14	OG0002136.0	OG0001538.6	OG0000001.1420	OG0007883.4
-2.0516981876493645	-2.147202107181229	-2.0362299689292374	-1.3147325934831586	-2.045729229855121
OG0000004.888	OG0000002.1788	OG0002006.0	OG0001861.0
-2.409278229990159	-1.3932735249871873	-2.5047141706290357	-1.6940878298433792
OG0001367.24	OG0000002.1788	OG0001661.0	OG0001172.24
-2.0561911686737453	-1.3932735249871873	-1.4235262348951694	-2.392137097168765
OG0001042.5	OG0000010.475	OG0000101.90	OG0017903.2	OG0001462.24
-1.712882364211819	-1.5407782431771522	-2.719756304133983	-3.6041913608898803	-4.041209281269352
OG0001915.0	OG0020747.0	OG0000781.28	OG0000018.289	OG0000609.44
-1.9213901653036336	-1.3459311372709193	-2.8008773579863995	-1.58337640836713	-2.1209216288312693
OG0020424.0	OG0000018.289	OG0001723.0	OG0000739.15	OG0001172.24
-1.8895031180825979	-1.58337640836713	-2.3936525332754277	-1.9759640645444907	-2.392137097168765
OG0000002.1788	OG0000830.1	OG0001139.24	OG0000894.25
-1.3932735249871873	-3.4198931166292352	-2.6766875822420975	-2.3540217245972155
OG0002152.0	OG0001410.24	OG0000018.289	OG0005053.13	OG0000803.36
-2.783886641553699	-2.639354797539784	-1.58337640836713	-4.2308037612261975	-2.4500844463780447
OG0000405.0	OG0013999.2	OG0002056.0	OG0001636.12	OG0000006.561
-1.6588112275212596	-2.816037165157405	-2.0733932587486836	-2.4615611647492424	-1.4663369871769107
OG0000007.976	OG0001296.24	OG0001314.1	OG0010657.2	OG0002161.0
-1.3154505308161575	-2.320486120713456	-2.401253683845744	-2.484388460507959	-2.1558554189406567
OG0011327.4	OG0002135.0	OG0000577.54	OG0001371.24	OG0000056.0
-2.938984225318372	-1.805660750515537	-3.213570916796944	-2.2155797753822157	-1.357714316940423
OG0001550.0	OG0001081.24	OG0000056.0	OG0000369.1	OG0011934.2
-2.148161027150656	-2.3827015171591537	-1.357714316940423	-1.519528054772523	-2.728335289022766
OG0000054.0	OG0000765.3	OG0000441.96	OG0000704.0
-1.5576668766702486	-2.361416384768338	-2.874084450525277	-2.045133690098103
OG0016059.0	OG0002083.0	OG0001420.22	OG0000082.1	OG0001483.24
-2.8510008374122355	-1.6661183405319098	-1.825465745305098	-2.3800705758839222	-2.7432308572386592
OG0002252.0	OG0014676.4	OG0001885.0	OG0000032.252	OG0000518.24
-2.005782352594006	-2.3075728019102923	-2.558091635996411	-1.542458237592193	-2.207561069935362
OG0011248.0	OG0000010.475	OG0001086.0	OG0001870.2	OG0000323.43
-2.76219157045438	-1.5407782431771522	-2.1831136259850807	-2.368104140946196	-2.67853364140747
OG0001301.24	OG0018394.0	OG0000026.45	OG0001512.12	OG0001384.1
-2.4635491698052916	-4.267010175758404	-1.1872142911325638	-1.6483716708972176	-2.4973638827975355
OG0001179.24	OG0000011.1	OG0013542.6	OG0001374.1	OG0001943.0
-2.178534676194175	-1.347949534477697	-2.1475216763576133	-2.0985055449524253	-2.4035418604410146
OG0000054.0	OG0001947.0	OG0013565.5	OG0001132.24	OG0002141.0
-1.5576668766702486	-2.5088139035410735	-1.6047177958677665	-2.707925050022458	-2.379319758775699
OG0001471.24	OG0001043.2	OG0001429.24	OG0000026.45
-2.213570916796944	-2.524500012735049	-2.242635327614509	-1.1872142911325638
OG0000002.1788	OG0001405.24	OG0001069.28	OG0006911.3	OG0001210.24
-1.3932735249871873	-2.2129019183889955	-2.4485085914525055	-3.433311467819216	-2.1733193246821423
OG0001486.1	OG0002042.0	OG0000082.1	OG0002007.0
-2.8762013915373785	-2.0825300533208067	-2.3800705758839222	-2.096653165017793
OG0007651.0	OG0000678.1	OG0000441.96	OG0001997.0	OG0000056.0
-1.2327689629761245	-2.313297789743922	-2.874084450525277	-1.973412377651916	-1.357714316940423
OG0001367.24	OG0000026.45	OG0002098.0	OG0002058.0
-2.0561911686737453	-1.1872142911325638	-1.9556758311877986	-2.051399152506644
OG0010847.0	OG0001859.0	OG0000889.0	OG0000018.289	OG0001118.24
-2.1765767093147423	-2.816037165157405	-2.1504009888485487	-1.58337640836713	-2.483581358366132
OG0011914.6	OG0000941.24	OG0001122.1	OG0001009.24	OG0000001.1420
-2.141143703808664	-1.9907961726701602	-2.4281775931667964	-1.977099597889921	-1.3147325934831586
OG0000002.1788	OG0002124.0	OG0001275.26	OG0001242.28	OG0013599.5
-1.3932735249871873	-2.0868137745110054	-2.7140651920561276	-2.3815733833540693	-1.7680761267062368
OG0007940.2	OG0000664.3	OG0002017.0	OG0000863.32	OG0000082.1
-3.0034666297197794	-2.076432432067442	-1.8722346718514549	-2.0991235338421013	-2.3800705758839222
OG0020750.0	OG0001140.24	OG0001057.24	OG0000056.0	OG0001180.24
-2.979373349410042	-1.9816506901211082	-3.2529134169721816	-1.357714316940423	-2.1373304107316016
OG0001921.0	OG0001375.24	OG0016273.0	OG0002080.0	OG0000012.918
-2.601211852366231	-2.0505024187944283	-0.07688886076860346	-3.016249351645075	-1.4031602455622152
OG0001191.24	OG0000724.26	OG0000056.0	OG0002108.0	OG0013887.2
-2.222296244872902	-2.105628450038725	-1.357714316940423	-1.639804305267642	-3.433779090871516
OG0001819.6	OG0014638.1	OG0000038.0	OG0001160.24	OG0001135.4
-1.9445266641015684	-2.15072126746922	-1.8817731862070524	-2.4305089080412836	-1.9156635542766762
OG0001142.24	OG0001914.4	OG0001452.24	OG0006678.4	OG0000082.1
-2.4949220852483855	-2.16682653676166	-1.9517638143471523	-3.050502418794428	-2.3800705758839222
OG0000011.1	OG0001938.0	OG0007621.8	OG0001372.24	OG0000165.49
-1.347949534477697	-2.3335160691625743	-3.3563838946556577	-2.8049044228227817	-1.8809758968577257
OG0000007.976	OG0000846.25	OG0010045.0	OG0000920.27	OG0002082.0
-1.3154505308161575	-2.1655314782896973	-2.651087759005801	-2.5868392244091862	-2.440655033458114
OG0001196.1	OG0000236.122	OG0000038.0	OG0002061.0
-2.3448313823904083	-1.712173132714919	-1.8817731862070524	-1.9467496152977501
OG0001417.24	OG0000816.36	OG0000038.0	OG0002073.0	OG0008268.0
-2.498586333124219	-2.0156658551595115	-1.8817731862070524	-1.9509269033456944	-1.4691302020685912
OG0002040.0	OG0001054.1	OG0001371.24	OG0000032.252	OG0013887.2
-2.282789700980404	-1.820106829466452	-2.2155797753822157	-1.542458237592193	-3.433779090871516
OG0012660.2	OG0002231.0	OG0002129.0	OG0002086.0	OG0000018.289
-1.4138838046624735	-2.938984225318372	-1.7636604608316264	-2.7592582687846603	-1.58337640836713
OG0000372.92	OG0000152.31	OG0005476.18	OG0000018.289	OG0000986.24
-2.4188898247744506	-2.3090019204430923	-2.4500844463780447	-1.58337640836713	-2.2567004721117434
OG0001429.24	OG0001953.2	OG0001462.24	OG0000056.0	OG0020468.0
-2.242635327614509	-3.1140352432460294	-4.041209281269352	-1.357714316940423	-2.9445266641015686
OG0000684.0	OG0000012.918	OG0001958.0	OG0001028.24
-1.8510008374122355	-1.4031602455622152	-1.7223722523409946	-2.1240627035336246
OG0001234.24	OG0002066.0	OG0012660.2	OG0000038.0	OG0001336.24
-1.997693532616831	-1.879648059634778	-1.4138838046624735	-1.8817731862070524	-2.490456162039664
OG0000054.0	OG0017078.2	OG0002008.0	OG0000735.1	OG0001244.24
-1.5576668766702486	-1.9776676999019436	-2.5985879746361915	-2.2674268787048018	-2.524915117051217
OG0000002.1788	OG0017978.2	OG0001233.24	OG0000563.47	OG0001028.24
-1.3932735249871873	-3.3526947016237916	-2.5631985264295	-2.11966711132536	-2.1240627035336246
OG0001071.1	OG0001373.1	OG0001081.24	OG0004634.3	OG0000082.1
-2.139553606611556	-2.432843996289213	-2.3827015171591537	-2.9816506901211084	-2.3800705758839222
OG0010149.0	OG0001870.2	OG0001087.24	OG0000438.1	OG0000018.289
-2.719756304133983	-2.368104140946196	-2.049904905826314	-2.2105628639597157	-1.58337640836713
OG0000054.0	OG0000501.29	OG0000209.146	OG0000369.1
-1.5576668766702486	-2.3393451479647718	-2.040971781056306	-1.519528054772523
OG0000002.1788	OG0015151.0	OG0001452.24	OG0000833.0	OG0001419.3
-1.3932735249871873	-2.1989241408325424	-1.9517638143471523	-2.87514253274424	-2.062806288829683
OG0002124.0	OG0002041.0	OG0001993.0	OG0014718.0	OG0000056.0
-2.0868137745110054	-1.8873665830147548	-2.5504650365217114	-2.3800705758839222	-1.357714316940423
OG0000007.976	OG0002172.0	OG0001096.1	OG0002041.0	OG0014720.2
-1.3154505308161575	-2.074000581443777	-2.6610907271910786	-1.8873665830147548	-1.7249929525001302
OG0001586.3	OG0016066.0	OG0001082.24	OG0001462.24	OG0000012.918
-2.2209504471625414	-1.2598063829795652	-2.2009126939259964	-4.041209281269352	-1.4031602455622152
OG0000054.0	OG0002130.0	OG0000933.24	OG0001512.12
-1.5576668766702486	-2.16747450220749	-3.826642265516398	-1.6483716708972176
OG0000007.976	OG0001408.24	OG0007658.2	OG0001053.24	OG0001118.24
-1.3154505308161575	-2.8953949567706894	-2.1903386105592273	-2.129102691334971	-2.483581358366132
OG0001067.24	OG0000010.475	OG0002107.0	OG0009193.0	OG0002081.0
-1.820106829466452	-1.5407782431771522	-1.9312604093276948	-1.8905725733138459	-2.037117872357134
OG0002165.0	OG0000082.1	OG0000339.0	OG0001063.0
-2.1648843847417822	-2.3800705758839222	-2.0908029370083128	-2.31114825613412
OG0002035.0	OG0000010.475	OG0001134.24	OG0017888.0	OG0000709.10
-2.15200309344505	-1.5407782431771522	-3.180495303958067	-3.1507212674692195	-1.387600316571993
OG0000097.1	OG0001868.2	OG0015224.0	OG0000018.289	OG0000455.62
-2.030619235058392	-2.2639580262500325	-1.9528804514314493	-1.58337640836713	-2.5803532474685666
OG0000931.1	OG0000639.0	OG0000056.0	OG0014747.1	OG0001100.24
-2.2169205701263888	-2.0985055449524253	-1.357714316940423	-1.9279628192271199	-2.1012885820105054
OG0000011.1	OG0001340.24	OG0001008.28	OG0002167.0
-1.347949534477697	-3.1975999598851605	-2.1475216763576133	-3.4720088762013837
OG0001179.24	OG0000097.1	OG0006062.24	OG0001186.24	OG0000006.561
-2.178534676194175	-2.030619235058392	-2.808942760073686	-2.2848973639423953	-1.4663369871769107
OG0001516.22	OG0000815.24	OG0012950.0	OG0000082.1	OG0002292.0
-2.1475216763576133	-2.3481331652347563	-2.834441745538826	-2.3800705758839222	-2.089267338097087
OG0002075.0	OG0001865.0	OG0000831.11	OG0000012.918	OG0000000.585
-1.9334629976042088	-2.5734668618833267	-2.567468121261884	-1.4031602455622152	-2.105938940740642
OG0000482.64	OG0001447.24	OG0001038.1	OG0000032.252
-2.0673340518542216	-1.8119789485830515	-1.8959317735362833	-1.542458237592193
OG0000929.1	OG0000861.24	OG0000936.24	OG0000006.561
-2.5855396941839017	-2.038006322579745	-2.0273808609918476	-1.4663369871769107
OG0000591.2	OG0015411.0	OG0001162.22	OG0000006.561	OG0000974.2
-2.097270360766624	0.6323612895965671	-2.181803870978292	-1.4663369871769107	-2.464345139503214
OG0000413.2	OG0008678.1	OG0000012.918	OG0001255.26	OG0000537.8
-2.4320652135221836	-2.163591067720262	-1.4031602455622152	-2.3349711323629614	-2.0174170530774096
OG0001453.1	OG0017933.2	OG0001101.24	OG0002176.0	OG0000032.252
-2.2549778509627356	-3.2162500169928254	-2.545402943465451	-2.5096352500140915	-1.542458237592193
OG0000026.45	OG0001128.24	OG0000900.25	OG0000360.67	OG0016180.0
-1.1872142911325638	-2.5203555254237644	-2.3025820060825506	-2.922483530297905	-1.4994018758485306
OG0002084.0	OG0000026.45	OG0000863.32	OG0001167.24
-1.7029847115855286	-1.1872142911325638	-2.0991235338421013	-2.6029637591278236
OG0001868.2	OG0001452.24	OG0000001.1420	OG0015246.3	OG0000850.12
-2.2639580262500325	-1.9517638143471523	-1.3147325934831586	-2.2947740433836357	-1.9933788198776201
OG0000847.24	OG0001795.0	OG0000001.1420	OG0000699.1
-3.168771306825942	-2.0546919530749523	-1.3147325934831586	-2.0606981859003164
OG0014636.1	OG0000479.1	OG0002097.0	OG0000082.1	OG0001926.0
-2.4058336719490043	-2.39744810252834	-1.593789891468435	-2.3800705758839222	-2.219605903690676
OG0000004.888	OG0001937.2	OG0000026.45	OG0015224.0	OG0002236.0
-2.409278229990159	-2.5100460986686945	-1.1872142911325638	-1.9528804514314493	-2.028263333263764
OG0002146.0	OG0001996.0	OG0008680.0	OG0000012.918	OG0001448.24
-2.544140190613815	-1.8416629728328997	-2.7131188522118386	-1.4031602455622152	-2.312939311660108
OG0000567.0	OG0001080.1	OG0016206.4	OG0000082.1	OG0000992.0
-2.0688464694797744	-1.9873598192212296	-1.497363882797535	-2.3800705758839222	-1.6567627527165794
OG0000945.1	OG0001666.14	OG0008781.6	OG0000577.54	OG0000001.1420
-2.2660383366910795	-2.0516981876493645	-2.78687049999252	-3.213570916796944	-1.3147325934831586
OG0008680.0	OG0000789.1	OG0001175.1	OG0001302.24	OG0000012.918
-2.7131188522118386	-3.0075215873325427	-2.0081017984969645	-2.5640514351394663	-1.4031602455622152
OG0002031.0	OG0000562.130	OG0001517.22	OG0000592.34	OG0000006.561
-2.1729939903610234	-1.8262329322632935	-2.118413683756604	-1.6588112275212596	-1.4663369871769107
OG0000702.24	OG0001145.3	OG0001129.24	OG0000001.1420	OG0020435.0
-3.1857367086002184	-2.8354711391186314	-3.033864894562046	-1.3147325934831586	-1.0914176345211863
OG0001299.24	OG0002210.0	OG0013860.0	OG0000012.918	OG0000706.25
-2.3529157873710465	-1.8099541131055612	-2.085588555718989	-1.4031602455622152	-1.787368410279046
OG0010131.2	OG0001085.24	OG0000018.289	OG0001849.0	OG0000962.24
-1.647015541979356	-2.4469344559543953	-1.58337640836713	-2.3481331652347563	-2.110915901401851
OG0000054.0	OG0006950.4	OG0001853.0	OG0001305.24	OG0000247.29
-1.5576668766702486	-2.7083964419694353	-2.3748230433194877	-2.2515387669959646	-2.7799177393507533
OG0000797.20	OG0001148.24	OG0006933.0	OG0001057.24	OG0000006.561
-2.1050076690304853	-3.0285576106826095	-2.208894429587471	-3.2529134169721816	-1.4663369871769107
OG0000010.475	OG0000820.2	OG0000397.30	OG0000831.11	OG0012725.2
-1.5407782431771522	-2.0394882898809756	-2.8385637341740133	-2.567468121261884	-2.012751907408848
OG0000007.976	OG0001666.14	OG0001368.24	OG0009139.0	OG0002203.0
-1.3154505308161575	-2.0516981876493645	-2.1146599217753344	-2.1090475285429777	-1.7393720918733013
OG0000698.19	OG0015323.0	OG0001181.24	OG0001283.1	OG0000001.1420
-2.3718330007136763	-1.8630211880364962	-1.9048182106573148	-2.9590374522215024	-1.3147325934831586
OG0001403.24	OG0001414.24	OG0001723.0	OG0000006.561	OG0000624.160
-2.1616532634787693	-2.2270164478618955	-2.3936525332754277	-1.4663369871769107	-2.486004020632987
OG0013491.2	OG0001288.1	OG0001480.22	OG0001174.24	OG0000006.561
-3.23242994404826	-2.518701058452435	-2.635763768826003	-2.1373304107316016	-1.4663369871769107
OG0013549.2	OG0001845.2	OG0001943.0	OG0000056.0	OG0001257.24
-2.5071726120774884	-1.663602343786461	-2.4035418604410146	-1.357714316940423	-2.496142467422571
OG0001413.1	OG0001120.26	OG0001054.1	OG0000056.0
-2.402778731599688	-2.6560805736318116	-1.820106829466452	-1.357714316940423
OG0000736.0	OG0005332.0	OG0002123.0	OG0000001.1420	OG0002081.0
-2.1134108350818184	-1.9246727492929352	-2.819088336631431	-1.3147325934831586	-2.037117872357134
OG0001061.24	OG0001495.2	OG0009987.2	OG0000735.1	OG0000018.289
-2.561494220217251	-2.5916142085935863	-1.1382827894927068	-2.2674268787048018	-1.58337640836713
OG0001386.24	OG0000026.45	OG0001124.24	OG0001723.0	OG0020756.0
-2.0415656049135844	-1.1872142911325638	-2.4301200938519236	-2.3936525332754277	-1.5661859155419728
OG0000010.475	OG0000914.30	OG0001051.24	OG0000814.1
-1.5407782431771522	-2.1710435235823367	-2.5517333399360456	-2.355497627581064
OG0001228.1	OG0001868.2	OG0002110.0	OG0000082.1	OG0008725.7
-2.492484413520771	-2.2639580262500325	-2.0493076402243706	-2.3800705758839222	-2.006361864568414
OG0001961.2	OG0000704.0	OG0000026.45	OG0000278.126	OG0013483.4
-2.183768949657892	-2.045133690098103	-1.1872142911325638	-2.545402943465451	-2.405069330187608
OG0001169.24	OG0000002.1788	OG0000386.0	OG0001184.24
-2.279283757478869	-1.3932735249871873	-1.779422393409101	-2.706511797624492
OG0001921.0	OG0002158.0	OG0008246.0	OG0000018.289	OG0000990.0
-2.601211852366231	-1.931810741221032	-2.8385637341740133	-1.58337640836713	-1.8554314823352884
OG0001550.0	OG0007327.2	OG0001331.24	OG0000889.0	OG0000001.1420
-2.148161027150656	-2.7131188522118386	-2.3057883922321096	-2.1504009888485487	-1.3147325934831586
OG0002045.0	OG0000635.48	OG0000082.1	OG0000592.34	OG0013450.0
-1.972562817293149	-2.827256483239813	-2.3800705758839222	-1.6588112275212596	-2.558091635996411
OG0001299.24	OG0001292.1	OG0000026.45	OG0002161.0
-2.3529157873710465	-2.5336600120205253	-1.1872142911325638	-2.1558554189406567
OG0001936.0	OG0006972.4	OG0000784.0	OG0000010.475	OG0000730.24
-2.855170479161191	-2.1015981400078068	-1.8054085972262663	-1.5407782431771522	-1.9197516699078796
OG0013553.2	OG0001538.6	OG0001414.24	OG0001066.26	OG0000032.252
-1.380821783940931	-2.0362299689292374	-2.2270164478618955	-2.343000318505964	-1.542458237592193
OG0000002.1788	OG0001583.18	OG0000538.0	OG0012638.0	OG0001050.0
-1.3932735249871873	-1.9013109559086716	-1.7983661388303496	-1.4215925862463799	-2.1256358091751366
OG0001445.24	OG0015411.0	OG0001880.0	OG0000006.561	OG0001160.24
-1.9086048139883	0.6323612895965671	-1.698061233034664	-1.4663369871769107	-2.4305089080412836
OG0001039.1	OG0001878.2	OG0000032.252	OG0001184.24	OG0014016.2
-2.107181572204967	-2.4065984188743528	-1.542458237592193	-2.706511797624492	-1.966347947510003
OG0000010.475	OG0000371.2	OG0001125.24	OG0001227.24
-1.5407782431771522	-2.0865073722499217	-2.5445609854369495	-2.2601518973006725
OG0000011.1	OG0016916.0	OG0001161.24	OG0000738.19	OG0000828.16
-1.347949534477697	-2.02561753417927	-2.392137097168765	-2.229382353343797	-1.7558436043718955
OG0001337.24	OG0001129.24	OG0007601.0	OG0000018.289	OG0001883.0
-2.3154505308161575	-3.033864894562046	-1.911044317691782	-1.58337640836713	-1.5896588953859125
OG0000007.976	OG0015247.2	OG0000813.1	OG0001154.24	OG0000611.0
-1.3154505308161575	-2.605595614599375	-2.4212061673232474	-2.4540316308947077	-2.4611638922585346
OG0001068.1	OG0007094.3	OG0000038.0	OG0001669.0	OG0001387.26
-2.1265804965651434	-3.043348544428939	-1.8817731862070524	-1.4208198518728499	-2.472729443122659
OG0000054.0	OG0000632.24	OG0013036.2	OG0001231.24	OG0001059.24
-1.5576668766702486	-1.8385637341740129	-2.9202976283026216	-2.1532860593285235	-2.0709665213541437
OG0000547.0	OG0000124.2	OG0001943.0	OG0000012.918	OG0010956.0
-1.9933788198776201	-4.677056605147521	-2.4035418604410146	-1.4031602455622152	-1.820106829466452
OG0001297.24	OG0016215.0	OG0000001.1420	OG0001539.22	OG0001263.26
-2.9816506901211084	-3.248793390257147	-1.3147325934831586	-2.450873019800733	-2.077649896309218
OG0002012.0	OG0000011.1	OG0001216.24	OG0018042.2	OG0002087.0
-2.555120943584441	-1.347949534477697	-2.5530027593236113	-1.352178966598703	-2.324816374212189
OG0000011.1	OG0002244.0	OG0000726.25	OG0002041.0	OG0012760.0
-1.347949534477697	-1.9301603749313658	-1.7648856796236427	-1.8873665830147548	-3.2905328986118283
OG0001846.4	OG0000427.25	OG0000018.289	OG0001111.22	OG0001617.1
-1.7536527230990853	-2.4779442508390357	-1.58337640836713	-1.9202976283026219	-2.49817873457909
OG0002248.0	OG0002018.0	OG0000026.45	OG0002103.0
-1.931810741221032	-1.7700429914156375	-1.1872142911325638	-2.7302486779516255
OG0017078.2	OG0001420.22	OG0001412.1	OG0002051.0	OG0000056.0
-1.9776676999019436	-1.825465745305098	-2.7302486779516255	-2.0673340518542216	-1.357714316940423
OG0000010.475	OG0001956.0	OG0002158.0	OG0001031.24
-1.5407782431771522	-4.6518129136030675	-1.931810741221032	-2.4949220852483855
OG0000054.0	OG0001001.1	OG0001169.24	OG0002015.0	OG0009229.0
-1.5576668766702486	-2.259806382979565	-2.279283757478869	-3.145605322246899	-1.8099541131055612
OG0000010.475	OG0002084.0	OG0002027.0	OG0001028.24
-1.5407782431771522	-1.7029847115855286	-2.449690321244904	-2.1240627035336246
OG0014745.2	OG0000861.24	OG0002120.0	OG0000012.918	OG0000739.15
-2.3755715232537282	-2.038006322579745	-2.4227524644068494	-1.4031602455622152	-1.9759640645444907
OG0001129.24	OG0013582.0	OG0000728.24	OG0001865.0	OG0000056.0
-3.033864894562046	-1.3536529846486554	-1.4406550334581139	-2.5734668618833267	-1.357714316940423
OG0009098.2	OG0001086.0	OG0002148.0	OG0000001.1420	OG0001287.24
-2.1811494391045665	-2.1831136259850807	-1.951205819739195	-1.3147325934831586	-2.2813863010245155
OG0000011.1	OG0001363.24	OG0010996.0	OG0001517.22	OG0000747.2
-1.347949534477697	-1.6485978163700357	-1.733123527871812	-2.118413683756604	-3.4408116863754605
OG0001421.30	OG0010159.0	OG0002147.0	OG0000026.45	OG0001210.24
-2.317606488937269	-2.465938397578882	-1.6864058534276087	-1.1872142911325638	-2.1733193246821423
OG0000000.3	OG0001963.0	OG0000001.1420	OG0001052.26
-2.0391917746110204	-1.6192705514964514	-1.3147325934831586	-2.154570167148848
OG0000393.0	OG0001280.24	OG0000245.1	OG0000056.0	OG0000683.0
-1.4158071418902627	-2.7055703978906718	-3.375272084680447	-1.357714316940423	-1.3125809226281095
OG0001432.24	OG0001434.24	OG0000421.80	OG0000012.918
-2.728335289022766	-2.7312063248775216	-4.916589179039812	-1.4031602455622152
OG0001412.1	OG0000038.0	OG0006933.0	OG0000559.30	OG0001454.24
-2.7302486779516255	-1.8817731862070524	-2.208894429587471	-2.189022282875856	-2.7055703978906718
OG0014636.1	OG0001363.24	OG0000038.0	OG0001423.30	OG0001156.1
-2.4058336719490043	-1.6485978163700357	-1.8817731862070524	-2.8044004245500966	-2.0516981876493645
OG0000010.475	OG0013485.8	OG0001384.1	OG0000539.1	OG0002170.0
-1.5407782431771522	-2.9862161845669006	-2.4973638827975355	-1.8598757760909297	-2.217591435072627
OG0001447.24	OG0001082.24	OG0000392.72	OG0010656.0	OG0000001.1420
-1.8119789485830515	-2.2009126939259964	-2.5916142085935863	-2.635763768826003	-1.3147325934831586
OG0001080.1	OG0001046.24	OG0000082.1	OG0001141.24
-1.9873598192212296	-1.7022803279564873	-2.3800705758839222	-2.1430541367175673
OG0001043.2	OG0001150.24	OG0002086.0	OG0000082.1
-2.524500012735049	-2.6556259667142674	-2.7592582687846603	-2.3800705758839222
OG0001933.0	OG0001403.24	OG0013479.7	OG0001183.1	OG0000006.561
-2.218262612121666	-2.1616532634787693	-2.7888631730177247	-1.810460055611497	-1.4663369871769107
OG0010847.0	OG0000002.1788	OG0001269.1	OG0001594.1	OG0002167.0
-2.1765767093147423	-1.3932735249871873	-2.9556758311877984	-2.930160374931366	-3.4720088762013837
OG0012152.6	OG0001764.0	OG0000026.45	OG0000556.30	OG0002145.0
-2.392137097168765	-3.1726687293877394	-1.1872142911325638	-2.1028370366411657	-2.374074951500346
OG0000011.1	OG0001322.24	OG0002036.0	OG0001507.1	OG0014806.4
-1.347949534477697	-2.0813084655756025	-1.781404798449143	-2.536168320460351	-3.0315036910220625
OG0002066.0	OG0017880.2	OG0000002.1788	OG0001848.0	OG0001947.0
-1.879648059634778	-2.9105018491608976	-1.3932735249871873	-2.3168874781868323	-2.5088139035410735
OG0000054.0	OG0001077.24	OG0001429.24	OG0000396.25	OG0001381.24
