OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-2.0344557997682955	-1.6241542753321765	-2.107803289534515	-3.1532860593285235	-1.613520111403766	-1.7918573526622783	-2.107803289534515	-2.005782352594006	-3.5225920697297517	-2.947305888696155	-3.0576919438438153	-2.2926519125167304	-3.330537769639225	-2.607352856035737	-2.356236145662658	-1.9329120351988534	-2.5803532474685666	-3.2419527181667664	-2.321206927643708	-1.8817731862070524	-1.7403358160513485	-3.0150825945730797	-2.0445383960764985	-2.7553564542606015	-2.3140150132440978	-1.6663472852345864
OG0000829.5	OG0000032.252	OG0000125.49	OG0004473.2	OG0000561.24	OG0004089.1	OG0000279.0	OG0003825.26	OG0000142.14	OG0001707.6	OG0000196.0	OG0001362.22	OG0005630.0	OG0000451.0	OG0002161.0	OG0004736.6	OG0002065.0	OG0009869.0	OG0003338.0	OG0005649.2	OG0012133.4	OG0000035.64	OG0000435.0	OG0005843.1	OG0004134.8	OG0000012.918
-1.8986188576449754	-1.542458237592193	-2.512925319948276	-2.3090019204430923	-2.258080051505312	-3.1379652600447674	-1.8018830708475446	-3.086201035049304	-1.5525794954095031	-2.0017322736212373	-1.1752728727678972	-1.715959736045904	-2.1090475285429777	-1.6579004351672157	-2.1558554189406567	-2.207894294337095	-2.5563933485243853	-3.012751907408848	-1.9728459484962733	-1.8432150924456403	-2.8843274770872176	-1.6321816563938067	-2.039784866105864	-1.460171189376947	-2.0034666297197794	-1.4031602455622152
OG0002487.0	OG0000059.133	OG0004473.2	OG0005283.0	OG0004848.14	OG0001619.0	OG0000127.0	OG0013296.0	OG0007260.0	OG0004757.2	OG0001367.24	OG0001052.26	OG0000710.0	OG0001832.1	OG0000176.0	OG0000090.24	OG0013915.4	OG0002869.0	OG0005685.0	OG0000169.16	OG0001694.12	OG0007451.0	OG0002138.0	OG0005687.4	OG0004134.8	OG0000012.918	OG0000054.0
-3.320486120713456	-1.6188273952832024	-2.3090019204430923	-2.453636426114565	-3.368104140946196	-1.5794906495110967	-1.4623560380701153	-1.9211169534780108	-2.0709665213541437	-1.7034544918048826	-2.0561911686737453	-2.154570167148848	-1.9825056205407274	-1.743230857238659	-1.873555700275309	-1.3778192957794075	-3.055291452373373	-2.187378560422908	-1.7413001844300975	-1.6402539530945293	-2.2412704315421372	-2.2852489406569143	-4.406292471457049	-3.0279691158586677	-2.0034666297197794	-1.4031602455622152	-1.5576668766702486
OG0000245.24	OG0003203.2	OG0004533.8	OG0005501.1	OG0002097.0	OG0007059.0	OG0005437.0	OG0004292.0	OG0005336.8	OG0000011.1	OG0004323.9	OG0004466.4	OG0000002.1788	OG0002219.0	OG0000785.2	OG0000176.0	OG0000310.18	OG0000473.17	OG0012888.0	OG0000442.2	OG0000580.32	OG0000230.58	OG0002573.0	OG0001040.1	OG0001495.2	OG0012760.0	OG0002801.16
-1.367731784500487	-2.0606981859003164	-1.0968074392029254	-2.3800705758839222	-1.593789891468435	-2.5274082542630674	-2.378569332209552	-1.9132162338579333	-2.977099597889921	-1.347949534477697	-1.8852332073344857	-2.9126729482025246	-1.3932735249871873	-2.1389180581251153	-1.494718788546733	-1.873555700275309	-1.6157291074575852	-2.2618807112174233	-1.7173822785186517	-1.386468347082073	-2.0679388286565756	-1.4121549907457225	-1.7374465726807091	-2.080392953091645	-2.5916142085935863	-3.2905328986118283	-2.392894616241506
OG0002453.0	OG0006377.0	OG0013275.0	OG0001511.22	OG0005390.0	OG0000876.20	OG0000265.0	OG0000857.0	OG0004957.0	OG0001737.0	OG0013924.0	OG0011272.4	OG0004307.0	OG0009963.2	OG0000196.0	OG0000923.0	OG0001666.14	OG0000169.16	OG0003833.22	OG0000021.914	OG0011948.0	OG0002882.0	OG0000599.0	OG0000646.28	OG0000619.52	OG0000006.561	OG0000012.918
-1.5864059175908252	-1.7242777438392516	-1.7069827279504917	-1.7352834310229794	-1.529905707352221	-1.5773364083449781	-2.897543423349266	-1.9839316313723467	-3.016249351645075	-3.130365444186607	-1.0697546816853354	-3.130365444186607	-1.7514651638613212	-2.344464983647896	-1.1752728727678972	-1.6228207102633614	-2.0516981876493645	-1.6402539530945293	-2.343732465205711	-2.4932965131993434	-2.845287186217842	-1.8854997068348074	-1.7269019108215087	-4.136949635194031	-2.0957278661891388	-1.4663369871769107	-1.4031602455622152
OG0000987.19	OG0016154.2	OG0002876.0	OG0000532.9	OG0000000.1571	OG0000009.921	OG0000223.2	OG0008431.6	OG0003403.0	OG0001557.1	OG0001269.1	OG0002033.0	OG0000154.2	OG0006742.1	OG0000018.842	OG0002471.0	OG0003818.6	OG0000002.1788	OG0000176.0	OG0000090.24	OG0003828.1	OG0006811.0	OG0009930.0	OG0012139.2	OG0004589.2	OG0001911.24	OG0001301.24
-1.8494403234246188	-2.4477213090095638	-2.753409497094819	-2.4065984188743528	-2.9907961726701604	-1.4908615842822894	-1.6095524220066895	-3.5422901500886947	-2.1880358246898064	-1.6615470596449509	-2.9556758311877984	-1.735763848956453	-1.5864059175908252	-2.0537931709624724	-1.4707287562940685	-2.434402824145775	-1.917569900054051	-1.3932735249871873	-1.873555700275309	-1.3778192957794075	-2.2022399203681666	-1.9953907467474106	-2.130997235324748	-2.159073566696852	-2.4595758953553424	-2.1616532634787693	-2.4635491698052916
OG0004809.0	OG0001932.0	OG0006844.0	OG0003761.0	OG0000018.289	OG0000007.3	OG0006006.6	OG0000062.12	OG0001550.0	OG0002776.0	OG0010772.2	OG0001331.24	OG0004683.0	OG0000196.0	OG0003897.10	OG0000486.2	OG0001236.24	OG0001921.0	OG0007892.2	OG0000771.24	OG0000001.2899	OG0000082.1	OG0003322.8	OG0008521.4	OG0002809.0	OG0000837.0	OG0005508.0
-2.620600837474422	-1.643630786283775	-2.2542893780119995	-2.1456053222468996	-1.58337640836713	-1.4564051357473986	-1.6077925010310299	-2.5538496598709073	-2.148161027150656	-2.210229022689942	-2.5623461216538077	-2.3057883922321096	-1.973129135275255	-1.1752728727678972	-1.8018830708475446	-1.8349563505169555	-2.691522623405039	-2.601211852366231	-2.2022399203681666	-2.1165355818976774	-1.6248215204103875	-2.3800705758839222	-1.878321443411748	-2.9873598192212296	-2.5602173105240187	-1.6513143306656128	-2.823677227359537
OG0004225.4	OG0013633.3	OG0000383.144	OG0000112.0	OG0007070.2	OG0000032.252	OG0000861.24	OG0004599.4	OG0006657.0	OG0005850.4	OG0006879.1	OG0003068.0	OG0003494.6	OG0000000.3460	OG0000486.2	OG0000290.0	OG0002675.22	OG0001938.0	OG0000863.32	OG0002718.4	OG0000599.0	OG0002048.0	OG0000007.976	OG0011436.0	OG0002031.0	OG0001467.10	OG0000837.0
-1.7998723457263979	-2.7524370029286462	-2.370340300072608	-1.2012443860853812	-2.5059428676863185	-1.542458237592193	-2.038006322579745	-2.402778731599688	-1.9254945636363703	-3.0709665213541433	-2.922483530297905	-2.4719288354212647	-2.409278229990159	-2.1694201465224596	-1.8349563505169555	-1.6624601578025762	-2.3606752108291547	-2.3335160691625743	-2.0991235338421013	-2.713591944539701	-1.7269019108215087	-2.03268380973072	-1.3154505308161575	-2.911586990273275	-2.1729939903610234	-1.8406291533397972	-1.6513143306656128
OG0001735.3	OG0005663.12	OG0005128.2	OG0004631.4	OG0000349.0	OG0000018.289	OG0001067.24	OG0000046.1	OG0000009.921	OG0003381.2	OG0005050.1	OG0005466.0	OG0016018.0	OG0000060.0	OG0002040.0	OG0001707.6	OG0000018.842	OG0014539.6	OG0003897.10	OG0000658.0	OG0012995.0	OG0000048.382	OG0004842.6	OG0000435.0	OG0000646.28	OG0002048.0	OG0012767.2
-4.222700229112501	-2.9061694283648647	-1.6210445388590935	-1.9230305236848892	-2.286304185156641	-1.58337640836713	-1.820106829466452	-1.8293057663129169	-1.4908615842822894	-1.5491978471201813	-1.870651032789159	-2.698061233034664	-2.8119789485830515	-1.3061450976464348	-2.282789700980404	-2.0017322736212373	-1.4707287562940685	-3.221623189091677	-1.8018830708475446	-2.0493076402243706	-3.156112606755027	-1.8079321155203498	-3.075824085003446	-2.039784866105864	-4.136949635194031	-2.03268380973072	-2.715959736045904
OG0000634.26	OG0002879.0	OG0020634.0	OG0000200.0	OG0004452.2	OG0000001.1420	OG0005199.18	OG0001704.6	OG0008142.2	OG0002709.2	OG0005081.18	OG0002523.0	OG0000018.842	OG0002090.0	OG0002471.0	OG0000206.0	OG0006714.0	OG0000116.0	OG0010744.4	OG0002003.1	OG0001326.24	OG0003602.0	OG0000018.1	OG0004499.0	OG0000006.561	OG0000837.0	OG0001339.1
-1.9928044985957962	-2.286304185156641	-3.573638621516947	-1.6481455608676208	-1.8411459704833824	-1.3147325934831586	-3.284264741682362	-1.7587699644845547	-2.3982084161379738	-2.7495234474970305	-2.7446805592942116	-2.4422223286050744	-1.4707287562940685	-1.641603738043346	-2.434402824145775	-1.6355396260397388	-1.5340777606960627	-1.732164607902385	-2.189680296588923	-2.4445764684381	-2.3029379195026087	-2.279283757478869	-1.5678957765313228	-3.1028370366411653	-1.4663369871769107	-1.6513143306656128	-2.486004020632987
OG0005663.12	OG0002768.0	OG0005065.5	OG0000256.24	OG0004877.0	OG0001848.0	OG0001604.2	OG0000404.58	OG0007190.6	OG0016201.4	OG0000009.921	OG0006895.3	OG0011288.6	OG0000110.3	OG0003623.8	OG0000026.45	OG0000139.0	OG0002027.0	OG0004010.24	OG0010571.0	OG0000231.0	OG0000116.0	OG0000192.0	OG0001298.24	OG0002612.0	OG0005311.3	OG0000074.152
-2.9061694283648647	-1.8365012677171206	-2.3477659270907627	-1.3681041409461958	-2.2873602020691486	-2.3168874781868323	-1.8484009177306033	-1.925768605814208	-2.5166356392866507	-2.2933589426905914	-1.4908615842822894	-2.886299500835272	-1.7911082249738468	-1.5002178798526882	-1.9556758311877986	-1.1872142911325638	-1.5587290095614008	-2.449690321244904	-3.463867504987715	-1.8476218545989607	-2.2145749964390666	-1.732164607902385	-1.5657587667480637	-3.881294759725835	-1.5758303511973621	-2.0368218438261088	-1.6375581658743559
OG0000616.40	OG0002136.0	OG0007744.0	OG0014561.2	OG0005323.0	OG0003876.1	OG0005440.0	OG0006117.2	OG0000746.0	OG0001584.0	OG0000132.40	OG0001704.6	OG0003381.2	OG0006444.0	OG0000318.0	OG0000047.282	OG0001731.4	OG0010622.0	OG0010733.0	OG0000090.24	OG0000001.2899	OG0000082.1	OG0000646.28	OG0001240.26	OG0008080.22	OG0001453.1	OG0000012.918
-1.7996212020159736	-2.147202107181229	-1.5784131268372943	-2.733123527871812	-2.379319758775699	-1.3887331749269354	-2.3748230433194877	-1.6353155180717716	-2.053493701310979	-2.8064174749183515	-1.6201572725083175	-1.7587699644845547	-1.5491978471201813	-1.8791172667513478	-2.677610316549785	-2.4104282460262545	-1.5790595438629198	-2.428954279614029	-1.5784131268372943	-1.3778192957794075	-1.6248215204103875	-2.3800705758839222	-4.136949635194031	-2.3011592297927903	-3.432220936447575	-2.2549778509627356	-1.4031602455622152
OG0001212.24	OG0000102.0	OG0000338.41	OG0000009.921	OG0002442.0	OG0006104.0	OG0002129.0	OG0005530.6	OG0002102.0	OG0000226.4	OG0006390.0	OG0000139.0	OG0000011.1	OG0000239.0	OG0004511.10	OG0003836.44	OG0020468.0	OG0000048.122	OG0002769.24	OG0004036.30	OG0005039.24	OG0000307.20	OG0001851.13	OG0000862.34	OG0005097.2	OG0005071.2
-2.1215492969033365	-1.5153978056277968	-1.7690592238760594	-1.4908615842822894	-1.9885043611621707	-2.2622267227410604	-1.7636604608316264	-1.2981404809905814	-3.4894836132420526	-1.5361683204603513	-2.111850995984154	-1.5587290095614008	-1.347949534477697	-1.7107557148433576	-1.7983661388303496	-2.0300298988406835	-2.9445266641015686	-1.92631684638356	-1.6443071024337756	-2.495735558650761	-3.579921884020626	-1.1504009888485485	-2.087426774325152	-2.289827251720338	-2.6197138438769216	-2.439872023918736
OG0003732.8	OG0011173.0	OG0008545.2	OG0004563.0	OG0000018.289	OG0000538.0	OG0001300.1	OG0005072.2	OG0002218.0	OG0000110.3	OG0000318.0	OG0000026.45	OG0003176.17	OG0000276.72	OG0000486.2	OG0006505.0	OG0004451.2	OG0005473.2	OG0000169.16	OG0006285.0	OG0001080.1	OG0002079.0	OG0000001.425	OG0002401.1	OG0001467.10	OG0005040.3
-3.1791879227712805	-1.9765317194960947	-2.221959677732477	-2.2068948519411222	-1.58337640836713	-1.7983661388303496	-3.0469210473874924	-2.0788683888148345	-2.13384372432621	-1.5002178798526882	-2.677610316549785	-1.1872142911325638	-2.145924537878446	-2.1584293626044833	-1.8349563505169555	-2.4528463411874313	-2.2440015162022933	-2.2709040918628958	-1.6402539530945293	-1.718094076102808	-1.9873598192212296	-2.1488006614067063	-1.2827897009804041	-1.6579004351672157	-1.8406291533397972	-2.1360615495760285
OG0001202.24	OG0001094.26	OG0002308.0	OG0009035.2	OG0002841.0	OG0001932.0	OG0000349.0	OG0001829.22	OG0000007.585	OG0001049.26	OG0004939.0	OG0000001.1420	OG0005426.10	OG0000276.72	OG0004469.6	OG0003204.0	OG0003983.0	OG0000486.2	OG0000261.0	OG0000090.24	OG0002113.0	OG0004379.8	OG0000992.0	OG0012160.0	OG0014581.2	OG0000006.561
-1.7458897581252792	-2.118413683756604	-1.5166356392866507	-2.4181185363086657	-1.7093396881886447	-1.643630786283775	-2.286304185156641	-2.3584539709124765	-1.347215245091244	-1.925768605814208	-1.8820390472675834	-1.3147325934831586	-2.3770696490798233	-2.1584293626044833	-2.7216583413783577	-3.0721793798037935	-2.817053505488898	-1.8349563505169555	-1.837532132384696	-1.3778192957794075	-1.8277685311745187	-1.703219582573575	-1.6567627527165794	-2.1574635954987613	-3.599724402454614	-1.4663369871769107
OG0004580.6	OG0000032.252	OG0000750.0	OG0000463.51	OG0000109.0	OG0011597.0	OG0011166.2	OG0006698.0	OG0001444.1	OG0006157.1	OG0004744.2	OG0007195.0	OG0000154.2	OG0001317.1	OG0007538.2	OG0000239.0	OG0000726.25	OG0005214.0	OG0002219.0	OG0003232.9	OG0008284.0	OG0000269.0	OG0000169.16	OG0002213.0	OG0002862.0	OG0000007.976	OG0002918.1
-2.326262685151254	-1.542458237592193	-2.3118644115426648	-2.7413001844300973	-1.6975932054422744	-2.310432456049533	-3.22431729826094	-1.827512484489866	-2.356236145662658	-2.317606488937269	-2.0215114670504883	-2.061902438925907	-1.5864059175908252	-2.9635318329307085	-2.3298848187157057	-1.7107557148433576	-1.7648856796236427	-2.061300186760664	-2.1389180581251153	-2.9329120351988536	-1.521183470950585	-2.168771306825942	-1.6402539530945293	-2.141780233728934	-2.8365012677171206	-1.3154505308161575	-1.6670343374140395
OG0000245.24	OG0000675.1	OG0007208.0	OG0000711.2	OG0001572.24	OG0000853.1	OG0000816.36	OG0004563.0	OG0002661.24	OG0000007.585	OG0004230.28	OG0000001.1420	OG0000958.3	OG0002614.0	OG0005141.0	OG0000026.45	OG0000785.2	OG0009819.0	OG0002131.0	OG0006136.0	OG0004492.8	OG0010730.2	OG0002678.0	OG0000074.152	OG0000112.0	OG0012737.0
-1.367731784500487	-2.365127976835786	-4.503077533991928	-2.2674268787048018	-2.0368218438261088	-1.2761356763732723	-2.0156658551595115	-2.2068948519411222	-2.7848805754827053	-1.347215245091244	-2.389866923543938	-1.3147325934831586	-1.6585834755212776	-1.9736956756480915	-2.3011592297927903	-1.1872142911325638	-1.494718788546733	-0.5959688603781748	-2.104076998076231	-2.3093594213843067	-3.039784866105864	-2.953439094242259	-1.4293427796947094	-1.6375581658743559	-1.2012443860853812	-2.5462453931483027
OG0005912.2	OG0003203.2	OG0005282.0	OG0001000.24	OG0010741.0	OG0000014.1	OG0004705.0	OG0000302.34	OG0000018.289	OG0000876.20	OG0007550.0	OG0008143.4	OG0002102.0	OG0004061.2	OG0000710.0	OG0000764.26	OG0000196.0	OG0005303.2	OG0003204.0	OG0003974.4	OG0000075.0	OG0004944.1	OG0000310.18	OG0004347.0	OG0000663.26	OG0000006.561	OG0011320.4
-1.897543423349266	-2.0606981859003164	-3.22431729826094	-1.673922915076869	-2.4655399180732718	-1.848660698957719	-3.016249351645075	-1.9584766378156495	-1.58337640836713	-1.5773364083449781	-1.5779823430058197	-3.095419565078682	-3.4894836132420526	-1.8344417455388262	-1.9825056205407274	-2.834441745538826	-1.1752728727678972	-2.4146528318879796	-3.0721793798037935	-1.99136969485656	-1.5942254220501242	-1.2115648515269444	-1.6157291074575852	-1.9384311507319976	-2.289827251720338	-1.4663369871769107	-2.9029286294560968
OG0000010.475	OG0002506.0	OG0000990.0	OG0001134.24	OG0007278.2	OG0006776.0	OG0006889.0	OG0000092.1	OG0005889.4	OG0000947.24	OG0000336.0	OG0000857.0	OG0000979.1	OG0003514.0	OG0001557.1	OG0007781.0	OG0012209.0	OG0003623.8	OG0000318.0	OG0001231.24	OG0003239.9	OG0003983.0	OG0000002.1788	OG0000090.24	OG0007369.20	OG0000269.0	OG0005899.0
-1.5407782431771522	-2.1529652108804336	-1.8554314823352884	-3.180495303958067	-1.9953907467474106	-2.033864894562046	-2.0197552951466102	-1.905628789407483	-2.47513393541407	-2.0688464694797744	-2.026205070347394	-1.9839316313723467	-1.9768156307517366	-1.897543423349266	-1.6615470596449509	-2.245368999755758	-2.925768605814208	-1.9556758311877986	-2.677610316549785	-2.1532860593285235	-2.0095533481122114	-2.817053505488898	-1.3932735249871873	-1.3778192957794075	-1.8008773579863993	-2.168771306825942	-2.874084450525277
OG0001249.1	OG0003731.0	OG0014828.2	OG0000857.0	OG0001267.24	OG0001550.0	OG0000062.12	OG0000187.1	OG0011170.0	OG0005292.2	OG0000056.0	OG0008378.4	OG0000257.0	OG0001844.24	OG0001865.0	OG0002604.2	OG0015272.0	OG0001213.1	OG0006779.0	OG0000013.2	OG0001894.0	OG0000442.2	OG0000035.64	OG0000897.0	OG0006136.0	OG0003372.6	OG0000112.0
-3.0150825945730797	-2.3481331652347563	-2.435963338133392	-1.9839316313723467	-1.742265197871355	-2.148161027150656	-2.5538496598709073	-1.5274082542630671	-2.76219157045438	-1.9759640645444907	-1.357714316940423	-2.8104600556114967	-1.5253303408390566	-2.7973628738101626	-2.5734668618833267	-1.697125329634415	-2.0985055449524253	-2.537005393324501	-1.2216231890916769	-1.2726458463191588	-1.1414619336634642	-1.386468347082073	-1.6321816563938067	-2.0078116637466876	-2.3093594213843067	-1.8577826381961766	-1.2012443860853812
OG0000245.24	OG0004459.0	OG0000283.1	OG0008756.0	OG0003689.1	OG0000256.24	OG0011732.0	OG0000575.28	OG0010605.0	OG0001125.24	OG0000056.0	OG0002713.0	OG0004494.1	OG0000710.0	OG0006630.0	OG0000176.0	OG0004048.0	OG0000039.0	OG0000697.0	OG0003800.0	OG0004601.0	OG0005653.0	OG0001945.2	OG0002629.7	OG0000815.24	OG0000225.48	OG0000933.24
-1.367731784500487	-3.040971781056306	-2.0606981859003164	-2.1046973786666934	-2.8049044228227817	-1.3681041409461958	-2.3503385593573003	-1.9850734557618972	-1.6783027547876463	-2.5445609854369495	-1.357714316940423	-2.599899316984519	-2.3244550229164016	-1.9825056205407274	-3.214909845005242	-1.873555700275309	-2.306145097646435	-1.3222888137393203	-1.5644780786560724	-1.8507406345003772	-1.6476934470936642	-2.5538496598709073	-1.7908586021614084	-1.5745406952346448	-2.3481331652347563	-1.5307391533840016	-3.826642265516398
OG0001046.24	OG0000675.1	OG0000032.252	OG0006053.1	OG0005005.8	OG0002095.0	OG0006418.0	OG0001753.20	OG0008936.2	OG0003931.1	OG0000060.0	OG0006775.18	OG0000139.0	OG0002448.22	OG0000923.0	OG0007446.0	OG0002000.0	OG0004404.1	OG0005639.0	OG0000343.0	OG0002718.4	OG0000263.57	OG0000007.976	OG0000188.1	OG0002964.14	OG0002109.0
-1.7022803279564873	-2.365127976835786	-1.542458237592193	-2.7302486779516255	-1.8653847555748917	-1.9674759343078005	-3.151362038095294	-1.6467896443759993	-2.424300420607812	-2.5803532474685666	-1.3061450976464348	-2.812992433022967	-1.5587290095614008	-2.3518106972818624	-1.6228207102633614	-1.4487054792100118	-2.065521241093117	-3.080698059371917	-1.4908615842822894	-1.9584766378156495	-2.713591944539701	-3.435338929969181	-1.3154505308161575	-1.855170479161191	-1.8076795649655009	-2.355497627581064
OG0000334.9	OG0006004.0	OG0000109.0	OG0000349.0	OG0000338.41	OG0006488.0	OG0001608.24	OG0010881.0	OG0005620.0	OG0005646.0	OG0006467.8	OG0000060.0	OG0003330.1	OG0000558.24	OG0000044.1	OG0001962.0	OG0000181.164	OG0000012.918	OG0000412.76	OG0004461.4	OG0001601.50	OG0007485.0	OG0000619.52	OG0000748.0	OG0000006.561	OG0003028.0
-2.089267338097087	-1.7908586021614084	-1.6975932054422744	-2.286304185156641	-1.7690592238760594	-3.7157701696517162	-1.332425734024981	-3.1464354298463855	-2.3658714424749596	-2.545402943465451	-3.2276920250415966	-1.3061450976464348	-2.3032939207483114	-2.072482753801524	-1.859352206845158	-1.865647613376637	-2.443791328260415	-1.4031602455622152	-1.8988878415258497	-2.76219157045438	-1.863283615511688	-1.4538340149720796	-2.0957278661891388	-1.9042780777266743	-1.4663369871769107	-3.22431729826094
OG0001333.24	OG0010693.0	OG0005811.32	OG0000874.1	OG0000770.1	OG0000007.3	OG0000200.0	OG0011344.2	OG0000009.921	OG0000724.26	OG0005849.2	OG0003623.8	OG0000026.45	OG0001993.0	OG0004605.20	OG0003588.2	OG0004701.0	OG0007180.0	OG0000048.122	OG0000785.2	OG0000310.18	OG0004271.1	OG0002556.2	OG0000268.1	OG0004446.2	OG0002131.0	OG0000112.0
-2.7093396881886447	-2.272297327162762	-2.9635318329307085	-2.110292841560213	-2.132261648237312	-1.4564051357473986	-1.6481455608676208	-2.747099971299919	-1.4908615842822894	-2.105628450038725	-2.8943219221054632	-1.9556758311877986	-1.1872142911325638	-2.5504650365217114	-2.6099927379084407	-1.7485535684414182	-3.8730271437422346	-2.214240225572989	-1.92631684638356	-1.494718788546733	-1.6157291074575852	-2.8044004245500966	-1.9086048139883	-2.3748230433194877	-1.3150915174907043	-2.104076998076231	-1.2012443860853812
OG0003988.1	OG0010778.2	OG0000032.252	OG0002487.0	OG0004505.0	OG0000132.40	OG0001273.24	OG0003745.1	OG0002709.2	OG0000226.4	OG0000154.2	OG0000710.0	OG0000026.45	OG0000139.0	OG0010624.0	OG0000239.0	OG0004327.0	OG0004323.9	OG0000834.30	OG0000925.1	OG0000702.24	OG0013334.2	OG0003222.0	OG0002718.4	OG0016116.4	OG0006146.0	OG0000815.24
-1.7690592238760594	-3.1982618984335422	-1.542458237592193	-3.320486120713456	-3.7862732343905767	-1.6201572725083175	-2.6789955255288764	-1.936497057693842	-2.7495234474970305	-1.5361683204603513	-1.5864059175908252	-1.9825056205407274	-1.1872142911325638	-1.5587290095614008	-3.564136753749792	-1.7107557148433576	-2.7432308572386592	-1.8852332073344857	-2.2997378552532965	-2.3313362222997793	-3.1857367086002184	-2.2997378552532965	-2.3470317311253552	-2.713591944539701	-2.6887294085133586	-2.543719518489275	-2.3481331652347563
OG0001202.24	OG0000032.252	OG0001018.1	OG0010911.0	OG0000071.0	OG0000349.0	OG0001336.24	OG0003819.2	OG0000529.60	OG0012730.2	OG0000350.8	OG0004239.0	OG0005709.0	OG0000264.1	OG0004241.1	OG0000905.14	OG0006313.0	OG0000013.2	OG0005109.6	OG0000442.2	OG0006150.0	OG0007502.0	OG0002558.0	OG0005311.3	OG0000599.0	OG0006635.0	OG0000456.0
-1.7458897581252792	-1.542458237592193	-2.014499569695115	-2.3591940042915596	-1.5006260549978325	-2.286304185156641	-2.490456162039664	-2.8614476248473513	-2.6047177958677667	-2.061300186760664	-1.4568010998066674	-3.1253210507925444	-1.5777669993169523	-2.5708929182195006	-2.7858751946471525	-2.6130787177821837	-2.751951001562794	-1.2726458463191588	-2.2505086383974753	-1.386468347082073	-2.0697546816853354	-2.8023861903089258	-1.9830758557421786	-2.0368218438261088	-1.7269019108215087	-2.5907448533151625	-2.8847003559744526
OG0004976.2	OG0002777.4	OG0004445.0	OG0000007.585	OG0004571.0	OG0001394.24	OG0009918.2	OG0000575.28	OG0000001.1420	OG0008143.4	OG0003945.0	OG0002292.0	OG0010598.0	OG0006390.0	OG0001853.0	OG0003176.17	OG0000002.1788	OG0004010.24	OG0000228.54	OG0000088.3	OG0005031.0	OG0000285.1	OG0008568.3	OG0000916.24	OG0000204.2	OG0000112.0
-3.1610079067062595	-2.413499444718575	-2.087120241860196	-1.347215245091244	-1.9899363166553026	-2.255666652618641	-2.7978644191101516	-1.9850734557618972	-1.3147325934831586	-3.095419565078682	-1.7759597257820698	-2.089267338097087	-1.8972746899889121	-2.111850995984154	-2.3748230433194877	-2.145924537878446	-1.3932735249871873	-3.463867504987715	-1.3025820060825506	-1.6936210892890369	-1.8344417455388262	-2.0634091701760617	-3.0279691158586677	-1.9034682573063713	-2.006941609418847	-1.2012443860853812
OG0000011.866	OG0000081.1	OG0003695.0	OG0000121.128	OG0006270.12	OG0000007.3	OG0004474.0	OG0005604.1	OG0000589.0	OG0003494.6	OG0000264.1	OG0002968.0	OG0000443.1	OG0008047.23	OG0001266.28	OG0000088.3	OG0000090.24	OG0002032.0	OG0004479.1	OG0002846.0	OG0006700.0	OG0004589.2	OG0000007.976	OG0000112.0	OG0001637.1	OG0001914.4	OG0002554.10
-1.3733272473940066	-2.2048980418771755	-2.745164117214237	-2.13384372432621	-1.6796886290929587	-1.4564051357473986	-1.70509992828243	-3.0576919438438153	-1.6208226711091924	-2.409278229990159	-2.5708929182195006	-2.03268380973072	-1.9890769728152082	-3.262572817270941	-2.217591435072627	-1.6936210892890369	-1.3778192957794075	-2.03268380973072	-2.49817873457909	-2.4747329082979674	-2.1212354287326454	-2.4595758953553424	-1.3154505308161575	-1.2012443860853812	-1.8619719552332388	-2.16682653676166	-3.3428539337419103
OG0000964.2	OG0001036.24	OG0000092.1	OG0000561.24	OG0000279.0	OG0000001.1420	OG0002129.0	OG0000574.1	OG0004287.3	OG0016975.0	OG0002260.4	OG0000018.842	OG0000239.0	OG0002852.4	OG0004453.2	OG0001229.1	OG0000307.20	OG0004831.2	OG0008467.0	OG0000015.773	OG0006796.0	OG0009083.9	OG0000244.36	OG0004100.0	OG0000012.918	OG0004692.0
-2.210229022689942	-2.3291596641184382	-1.905628789407483	-2.258080051505312	-1.8018830708475446	-1.3147325934831586	-1.7636604608316264	-2.40621599473934	-1.5950968778548693	-3.2792837574788685	-1.6223764623642731	-1.4707287562940685	-1.7107557148433576	-2.188693388530219	-1.874613394634186	-2.5666131908422645	-1.1504009888485485	-3.4063689522289753	-1.934841324871453	-0.9905094970525475	-2.9635318329307085	-1.121549296903336	-4.336573398714718	-2.0929555251272016	-1.4031602455622152	-1.6060347243397572
OG0000377.2	OG0000405.0	OG0000256.24	OG0000121.14	OG0006578.0	OG0003097.12	OG0003821.20	OG0000132.40	OG0000979.1	OG0005437.0	OG0011998.0	OG0006857.0	OG0005968.0	OG0000239.0	OG0013004.2	OG0001341.18	OG0007385.6	OG0000048.122	OG0000013.2	OG0000310.18	OG0001720.16	OG0000307.20	OG0005097.2	OG0000833.0	OG0000012.918	OG0004444.0
