OG0000038.0	OG0004617.12	OG0000019.257	OG0009883.5	OG0004464.0	OG0000606.2	OG0000027.1	OG0002252.0	OG0001967.0	OG0000107.44	OG0000177.8	OG0000692.0	OG0004835.2	OG0000835.7	OG0006400.2	OG0004338.2	OG0004324.0	OG0002346.16	OG0006804.0
OG0001316.24	OG0000923.0	OG0004774.1	OG0011473.0	OG0003219.0	OG0000007.976	OG0005109.6	OG0000837.0	OG0003732.8	OG0002483.10	OG0000350.8	OG0004194.2	OG0012514.0	OG0001801.0	OG0000320.0	OG0000075.0	OG0003156.4	OG0011482.0	OG0001731.4
-0.7451641172142369	0.7399344890375401	-2.0098438333726087	-1.5631985264294999	-0.4953287646142607	-0.24982229440694287	-1.5215976219627267	0.21921499579542392	-1.4077462998850927	-0.622598569214206	-0.40144422667648927	-0.6201572725083176	-3.117787378107137	-0.9384311507319972	-0.24348904385984163	-0.44929630375211244	-1.1341603478413376	-1.1000510138103283	-0.6093323144403325
OG0005169.0	OG0001802.47	OG0000867.24	OG0000000.1528	OG0005918.2	OG0000074.152	OG0002126.0	OG0004857.5	OG0006699.0	OG0003381.2	OG0000169.16	OG0000471.2	OG0000176.0	OG0000112.0	OG0003634.44	OG0007733.0	OG0001707.6	OG0002615.8	OG0000039.0
-1.5075827599241425	-0.822656211718274	-1.3118644115426648	-1.5807847399320463	-1.088960414355713	-0.5625591756364571	-0.3306103379871632	-0.9031984181508314	-3.079478021209661	-0.07157282312431477	-0.3176064889372687	-1.3375210295767486	-0.33387969740416884	-0.1919857109104024	-1.6620035364849841	-0.04364591535463163	-0.23514432874529573	-0.4878236908858586	-0.03637791489059239
OG0004864.0	OG0001018.1	OG0006790.0	OG0000187.1	OG0000318.0	OG0008327.2	OG0001064.24	OG0006491.0	OG0006395.0	OG0002286.10	OG0004467.6	OG0000125.49	OG0005465.0	OG0003156.4	OG0000435.0	OG0000893.3	OG0010076.0	OG0000127.0	OG0000010.475
-1.2629189948469006	-0.8823049573302454	1.5543923862102873	-0.2067283455019175	-0.8614476248473515	-1.6757654377294688	-1.4981787345790896	-1.806922178453633	-2.0191703792493265	0.4255667240752513	-1.9148473194368616	0.8343876146053895	-1.1224913113285053	-1.1341603478413376	0.490672809713238	-0.4779442508390358	-2.218262612121666	-0.41676977290008077	0.007339046008161679
OG0000018.842	OG0010672.0	OG0002487.0	OG0000056.0	OG0002019.0	OG0000074.152	OG0000349.0	OG0003241.1	OG0005646.0	OG0004809.0	OG0000265.0	OG0004678.12	OG0000975.0	OG0003176.17	OG0009784.0	OG0005827.2	OG0005926.0	OG0000431.12
-0.48559996096338387	-1.8520421186128988	-1.322649622804822	0.25229454120183664	-1.2838431475703935	-0.5625591756364571	-0.4111954329844497	0.29172142045789135	-1.858305638035469	-1.7379277116015897	-1.097270360766624	-0.9762478641010051	-0.42876006879851164	-0.6852454777188786	-1.7417826104639822	-0.9186603725480612	-1.4085120616020568	-0.3122226226036953
OG0000815.24	OG0000007.3	OG0003285.0	OG0005936.0	OG0009936.4	OG0000257.0	OG0000032.252	OG0000090.24	OG0003381.2	OG0011148.0	OG0003328.36	OG0000894.25	OG0002270.30	OG0004068.8	OG0000228.54	OG0000112.0	OG0008507.1	OG0004564.10	OG0002711.15
-1.1661788622094176	-0.23565384492254624	-0.6734626518600482	-0.5240850278218214	-2.255666652618641	0.0001442622910945383	-0.3082871842179762	0.15328652099086262	-0.07157282312431477	-1.2536012334528568	-0.815021540306669	-1.168771306825942	-0.27369190923451486	-1.492890406218227	-0.48964565918638664	-0.1919857109104024	-0.6588112275212595	-0.70509992828243	-1.1762506396917272
OG0007218.0	OG0000575.28	OG0001802.47	OG0004747.10	OG0006383.0	OG0000169.16	OG0001077.24	OG0011197.2	OG0000121.14	OG0004744.2	OG0011336.0	OG0000001.1420	OG0007244.6	OG0004606.1	OG0000121.128	OG0001696.0	OG0003459.2	OG0000127.0	OG0000420.0
-0.6210445388590935	-0.6810758359699232	-0.822656211718274	-1.5708929182195004	-0.7076894117955741	-0.3176064889372687	-1.9982698038611177	-1.3857141938809536	-1.4177330466494877	-1.1962769932258421	-2.656535323845471	-0.01727103870140411	-1.2122332300614325	0.062259894470126094	-0.9810810178369486	-0.7018109298586781	-0.11044858129598112	-0.41676977290008077	-0.49045616203966397
OG0005940.0	OG0000119.0	OG0002408.0	OG0000944.28	OG0002573.0	OG0011447.0	OG0007442.0	OG0004966.0	OG0000109.0	OG0000090.24	OG0000009.802	OG0000837.0	OG0002185.6	OG0000592.34	OG0000750.0	OG0001720.16	OG0000027.457	OG0006651.0	OG0003816.26
-0.7004036512159048	-0.8567372069613801	-1.3959286763311392	-0.6416037380433459	-0.7911082249738468	-0.7273795453370082	-1.890037746601182	-1.165531478289697	-0.30953820508128127	0.15328652099086262	-0.9411986463838138	0.21921499579542392	-1.386091221203337	-0.6237096166629484	-0.6604064990346017	-0.6060347243397574	-0.9018499789079885	-1.7759597257820698	-1.8630211880364962
OG0001753.20	OG0000575.28	OG0005817.0	OG0002293.0	OG0012769.0	OG0000105.0	OG0001186.24	OG0004979.3	OG0008768.2	OG0003526.0	OG0000276.72	OG0005660.0	OG0000228.54	OG0000112.0	OG0003933.8	OG0000054.0	OG0006396.7	OG0001649.0
-0.6670343374140395	-0.6810758359699232	0.42985695113365224	-0.6029637591278236	-1.307929948846363	0.3918776772778659	-0.752437002928646	-1.3057883922321096	-0.7881155980596954	-1.380821783940931	-0.8999642788381562	-1.0303245368567977	-0.48964565918638664	-0.1919857109104024	-1.100669665209555	-0.11450372678347603	-1.0764324320674414	-1.6877995373623218
OG0000045.0	OG0002761.0	OG0000015.1	OG0000334.9	OG0003612.18	OG0010513.2	OG0004004.10	OG0006123.2	OG0000364.1	OG0006193.0	OG0000794.20	OG0001953.2	OG0000349.0	OG0002514.2	OG0000228.54	OG0000874.1	OG0003278.0	OG0003198.2	OG0012143.2
-0.2716005413289375	-0.45047867921036217	0.7040751643766956	-0.4353779475630195	-0.8211260418302049	-1.3751972347470527	-0.7888631730177249	-2.0954195650786827	-0.7065117976244923	-0.9153914246821905	-0.21407286926621943	-1.7764538840471817	-0.4111954329844497	-1.164237581305309	-0.48964565918638664	-0.8669626212526502	-0.8484009177306034	-1.366615291442657	-2.452451460921961
OG0000510.30	OG0006389.4	OG0010096.2	OG0004120.0	OG0012128.2	OG0003502.3	OG0000264.1	OG0001238.24	OG0002426.84	OG0002778.0	OG0000009.921	OG0005615.0	OG0003795.5	OG0000007.585	OG0007724.0	OG0000112.0	OG0000283.1	OG0000435.0	OG0000245.24
-0.5994620704162712	-0.8836352433082154	-2.0309139934700595	-1.2270164478618955	-2.2954821145835616	-1.5760454059851032	-1.4799549759601824	-0.8293057663129167	-1.3015147923431765	-0.7941070724923293	-0.07263446472662155	-1.1112275322575584	-1.2979631040873163	-0.3949798469375905	-1.104076998076231	-0.1919857109104024	-1.3100746891435733	0.490672809713238	-0.6384562020321349
OG0003233.6	OG0001438.24	OG0000015.1	OG0000575.28	OG0004551.0	OG0000294.0	OG0000310.18	OG0005073.0	OG0003914.5	OG0000032.252	OG0010720.2	OG0006039.1	OG0011436.0	OG0000442.2	OG0000857.0	OG0004678.12	OG0000753.0	OG0002863.0	OG0018166.0
-0.4414384681995431	-1.0631076980109506	0.7040751643766956	-0.6810758359699232	-0.8585672090707045	-0.5213905315954883	-0.14082554413356455	-1.0743043386911122	-1.0954195650786827	-0.3082871842179762	0.491699200650731	-0.961563818343892	-1.972562817293149	-0.22617242101930626	-0.6608626150804147	-0.9762478641010051	-1.4077462998850927	-0.24656661207311956	-2.3815733833540693
OG0005487.0	OG0002340.0	OG0000429.0	OG0000423.2	OG0002862.0	OG0005157.0	OG0000878.5	OG0004565.2	OG0001795.0	OG0000486.2	OG0007760.3	OG0000349.0	OG0002769.24	OG0003319.0	OG0005242.14	OG0000265.0	OG0005982.0	OG0000039.0	OG0003696.0
-0.6697858227506985	-0.9694520358370333	-0.28086037780067485	-0.11185099598415361	-1.7612131404128835	-0.5593666648384727	-0.7364847759511612	-1.4691302020685912	-0.5540614627107339	-0.6604064990346017	-1.58337640836713	-0.4111954329844497	-1.2112307783424274	-1.0433485444289392	-1.6887294085133586	-1.097270360766624	-2.0040452120579486	-0.03637791489059239	-0.5004219529898684
OG0000263.57	OG0004388.0	OG0000310.18	OG0008175.0	OG0001023.7	OG0000878.5	OG0000923.0	OG0006118.4	OG0005882.2	OG0000032.252	OG0000090.24	OG0002284.0	OG0002270.30	OG0000497.40	OG0005440.0	OG0006776.0	OG0003698.0	OG0000127.0
0.818932344010497	-0.7176195053613943	-0.14082554413356455	-1.9067102699985232	-0.7526800650201803	-0.7364847759511612	0.7399344890375401	-1.0089725529993394	-2.0991235338421013	-0.3082871842179762	0.15328652099086262	-0.7776900207356844	-0.27369190923451486	-0.7060410209713055	-0.04647400042604054	-1.1078032895345151	-2.162944843726976	-0.41676977290008077
OG0007151.0	OG0000116.0	OG0000343.0	OG0000338.41	OG0005399.4	OG0000009.921	OG0000350.8	OG0000992.0	OG0003239.9	OG0003568.0	OG0006281.0	OG0000857.0	OG0005150.0	OG0000228.54	OG0006866.0	OG0002612.0	OG0011479.0	OG0001175.1	OG0003553.40
-1.512513650651464	-0.7560872411268253	-0.009698583431293964	0.7966808083669082	-1.0490091001217243	-0.07263446472662155	-0.40144422667648927	-0.36123105558305013	-0.7720125412654069	-1.0715728231243147	-0.7928567950582515	-0.6608626150804147	-0.2149098450052418	-0.48964565918638664	-0.5597919249862502	-0.6917556356062868	-1.121549296903336	-0.7705351268599081	-1.629947344284086
OG0009926.1	OG0005891.2	OG0001214.2	OG0003012.0	OG0005889.4	OG0002729.16	OG0000264.1	OG0000090.24	OG0000200.0	OG0000349.0	OG0005664.4	OG0002483.10	OG0000966.4	OG0011155.4	OG0001146.1	OG0006880.13	OG0000011.1	OG0000127.0	OG0003760.0
-1.8948583396765766	-1.176902852650796	-0.36457062892818215	-0.5629853780150043	-1.7568183983555279	-1.4134994447185751	-1.4799549759601824	0.15328652099086262	-0.1934697107404345	-0.4111954329844497	-1.5462453931483024	-0.622598569214206	0.2167342196001311	-1.9013109559086716	-1.5678957765313228	-2.700872591587623	0.5140970048942337	-0.41676977290008077	-0.97908893441831
OG0000369.1	OG0000483.0	OG0005418.0	OG0003986.6	OG0005902.0	OG0001923.1	OG0000456.0	OG0000099.0	OG0005817.0	OG0005882.2	OG0012714.0	OG0000088.3	OG0004285.1	OG0000001.1420	OG0007462.4	OG0008608.6	OG0001653.23	OG0000142.14	OG0000710.0
-0.4965494909944312	-0.9683225035492398	-0.09249398578733699	-0.7140651920561273	-1.3770696490798233	0.1713349473987682	-0.9134879534257182	0.19421315631120725	0.42985695113365224	-2.0991235338421013	-1.496142467422571	-0.11434754870041268	-0.8549095231975802	-0.01727103870140411	-1.195946441032647	-2.1366958406572016	-1.134793803412827	-0.09557370739849257	-0.6517675807607293
OG0012136.0	OG0000467.0	OG0000018.289	OG0001911.24	OG0005922.6	OG0000192.0	OG0001441.1	OG0006790.0	OG0002284.0	OG0001701.8	OG0005257.0	OG0000200.0	OG0000000.3460	OG0000349.0	OG0000034.305	OG0003176.17	OG0003161.14	OG0003454.0	OG0005912.2
-2.7446805592942116	-0.6353155180717711	-0.18885782633069192	-0.6504082574432482	-2.1720184273524383	-0.7107557148433575	-0.7700429914156375	1.5543923862102873	-0.7776900207356844	-1.056491198838264	-1.5319902259071676	-0.1934697107404345	-1.0534937013109786	-0.4111954329844497	-0.6588112275212595	-0.6852454777188786	-0.5525794954095031	-1.0086822430998008	-0.6730025354342413
OG0000015.773	OG0000045.0	OG0006534.0	OG0002285.24	OG0000736.0	OG0000192.0	OG0004120.0	OG0002293.0	OG0005142.2	OG0004681.6	OG0012686.0	OG0003818.6	OG0000200.0	OG0000349.0	OG0001216.24	OG0000599.0	OG0005827.2	OG0010754.0	OG0005944.0
0.24744147114440776	-0.2716005413289375	-1.7918573526622783	-0.9962538607671053	-0.68478158863421	-0.7107557148433575	-1.2270164478618955	-0.6029637591278236	-0.05304461335688118	-1.3625288601152412	-1.1022174553385833	-0.28401879681160275	-0.1934697107404345	-0.4111954329844497	-1.049904905826314	-0.9312604093276949	-0.9186603725480612	-1.6277164871194718	-0.98564470702293
OG0000018.842	OG0006618.0	OG0001525.51	OG0007120.0	OG0004451.2	OG0000109.0	OG0000090.24	OG0005109.6	OG0002795.0	OG0005072.2	OG0007411.0	OG0001168.24	OG0004330.0	OG0000014.1	OG0004560.0	OG0000226.4	OG0000127.0	OG0001731.4	OG0000002.1788
-0.48559996096338387	-1.6091122404499907	-1.3154505308161575	-1.974829424265094	-1.4872168790826374	-0.30953820508128127	0.15328652099086262	-1.5215976219627267	-1.142417044615852	-0.13923579737117203	-1.0749120451200174	-1.250508638397475	-1.1697446758323171	-0.4737308279347723	-1.4449691988177917	-0.3170671972827844	-0.41676977290008077	-0.6093323144403325	0.2893623404769398
OG0006026.0	OG0000192.0	OG0004119.0	OG0002777.4	OG0004106.0	OG0000090.24	OG0000364.1	OG0000739.15	OG0004455.4	OG0004808.0	OG0002946.0	OG0000276.72	OG0000121.128	OG0002876.0	OG0007825.2	OG0000054.0	OG0005913.6	OG0004635.2	OG0000102.0
-1.3100746891435733	-0.7107557148433575	-0.9640946162578721	-0.8114724732255982	-1.1009790904205832	0.15328652099086262	-0.7065117976244923	-0.807679564965501	-1.1405074546072205	-1.7374465726807091	-0.8656476133766372	-0.8999642788381562	-0.9810810178369486	-0.16617886220941766	-2.864596469402349	-0.11450372678347603	-2.0715728231243147	-1.1857367086002184	-0.012315322433239274
OG0006620.0	OG0004070.2	OG0003245.24	OG0004239.0	OG0006844.0	OG0005543.0	OG0002521.0	OG0002950.2	OG0000187.1	OG0000009.921	OG0001609.10	OG0000407.1	OG0000350.8	OG0005124.4	OG0000265.0	OG0000107.318	OG0000862.34	OG0000578.0	OG0000710.0
-1.20024953829911	-1.3989691306511904	-0.5382619139795338	-1.4643451395032143	-1.3029379195026087	-0.61285807160283	-0.4717287528967239	-0.5887907172096369	-0.2067283455019175	-0.07263446472662155	-0.7027498788282933	-0.9610020212024905	-0.40144422667648927	-2.3658714424749596	-1.097270360766624	-2.3313362222997793	-1.3136563569238193	-0.23446525363702297	-0.6517675807607293
OG0000116.0	OG0009926.1	OG0000785.2	OG0015365.0	OG0002776.0	OG0004061.2	OG0001557.1	OG0002485.15	OG0003983.0	OG0000663.26	OG0004340.4	OG0000746.0	OG0003931.1	OG0000350.8	OG0010730.2	OG0001618.1	OG0000012.918	OG0000142.14	OG0000042.23
-0.7560872411268253	-1.8948583396765766	-0.6060347243397574	-2.947862376664825	-1.0162493516450748	-0.9197516699078797	-0.8517817278458553	-1.286304185156641	-0.8788519435246895	-1.3011592297927905	-1.068241312155092	-0.7145385948629639	-0.8003747643422676	-0.40144422667648927	-0.14768148749495644	-0.46175984202572357	-0.17576167339628612	-0.09557370739849257	-1.0843643765696869
OG0003714.0	OG0000307.20	OG0000139.0	OG0001214.2	OG0002131.0	OG0001932.0	OG0005957.0	OG0004236.0	OG0005098.0	OG0005640.2	OG0009031.0	OG0000032.252	OG0002426.84	OG0000364.1	OG0009913.0	OG0000000.3460	OG0003695.0	OG0000196.0	OG0004848.14
-0.859090493458338	-0.13336891930599895	-0.6077925010310296	-0.36457062892818215	-0.46195854666633634	-0.5515218785885228	-1.088653555896428	-0.9362209702294287	-1.231413364999112	-1.1510416172076048	-0.9475841058488614	-0.3082871842179762	-1.3015147923431765	-0.7065117976244923	-1.100360306348953	-1.0534937013109786	-1.7393720918733013	-0.21089678249861854	-2.7670936989931696
OG0000018.842	OG0004435.0	OG0008203.6	OG0000048.122	OG0003728.4	OG0004977.0	OG0010737.2	OG0000923.0	OG0001894.0	OG0001561.0	OG0000043.242	OG0000000.3890	OG0002869.0	OG0001609.10	OG0004194.2	OG0010730.2	OG0001518.24	OG0000011.1	OG0000239.0
-0.48559996096338387	-1.1250063610670327	-0.9845024306046745	-0.7157227819448722	-1.2317521450971554	-0.4291485165770805	0.17772648293206822	0.7399344890375401	-0.31401501324409753	-0.4568010998066673	-0.1305233660345985	0.7983408914462187	-1.309001920443092	-0.7027498788282933	-0.6201572725083176	-0.14768148749495644	-0.7866216092749375	0.5140970048942337	-0.4494932990471394
OG0001753.20	OG0001338.24	OG0003993.4	OG0000116.0	OG0001630.0	OG0000139.0	OG0005222.2	OG0000192.0	OG0000878.5	OG0004978.3	OG0003514.0	OG0003329.0	OG0000081.1	OG0009301.0	OG0008068.0	OG0000121.128	OG0003611.2	OG0000026.45
-0.6670343374140395	-1.396688189399952	-1.306858773169714	-0.7560872411268253	-0.9691695698467255	-0.6077925010310296	-1.6601784950766576	-0.7107557148433575	-0.7364847759511612	-1.1253210507925446	-0.8839014477634204	-0.9845024306046745	-0.890037746601182	-2.1746213961070686	-1.4394806784556318	-0.9810810178369486	-1.0276749584428484	-0.1413028099616662
OG0004557.0	OG0003229.0	OG0004749.2	OG0000310.18	OG0004590.28	OG0000046.1	OG0001557.1	OG0009105.2	OG0006879.1	OG0013033.4	OG0001204.24	OG0000090.24	OG0000905.14	OG0005011.0	OG0002918.1	OG0000841.0	OG0000265.0	OG0001653.23	OG0000026.45
-0.7774427086512716	-1.2611889370296836	-0.9219367442231812	-0.14082554413356455	-1.35070645303286	-0.4065984188743529	-0.8517817278458553	-1.7968615028091515	-0.11966711132535982	-1.801380126780785	-0.9697345571423307	0.15328652099086262	-1.1488006614067061	-0.9370493911771921	-0.750008631641805	-0.7086321957146922	-1.097270360766624	-1.134793803412827	-0.1413028099616662
OG0000310.18	OG0002776.0	OG0002335.4	OG0005458.0	OG0004611.1	OG0006725.0	OG0001293.1	OG0000347.80	OG0000486.2	OG0000350.8	OG0000062.12	OG0000035.64	OG0007724.0	OG0003668.0	OG0002420.1	OG0000039.0	OG0003635.0	OG0003696.0
-0.14082554413356455	-1.0162493516450748	-1.0368218438261088	-0.476538408828129	-1.7183314200271549	-1.6556259667142674	-1.2799842649171953	-1.2722973271627618	-0.6604064990346017	-0.40144422667648927	-1.5538496598709068	0.0001442622910945383	-1.104076998076231	-1.190667880226499	-2.346664773208869	-0.03637791489059239	-0.5627722610870904	-0.5004219529898684
OG0003229.0	OG0000334.9	OG0000018.289	OG0000099.0	OG0001656.2	OG0010096.2	OG0010696.0	OG0004805.0	OG0005109.6	OG0000187.1	OG0000750.0	OG0004467.6	OG0007313.0	OG0000228.54	OG0000874.1	OG0000802.1	OG0000818.1	OG0004733.0	OG0010546.2
-1.2611889370296836	-0.4353779475630195	-0.18885782633069192	0.19421315631120725	-0.35328433892264566	-2.0309139934700595	-0.7036894392919077	-0.6371093573341396	-1.5215976219627267	-0.2067283455019175	-0.6604064990346017	-1.9148473194368616	-1.2972538144757388	-0.48964565918638664	-0.8669626212526502	-1.2105628639597157	-2.0516981876493645	-0.8520421186128988	-1.2852489406569143
OG0001525.51	OG0003053.2	OG0000059.133	OG0006283.0	OG0005445.3	OG0004010.24	OG0000103.296	OG0000837.0	OG0000592.34	OG0005615.0	OG0000350.8	OG0007546.0	OG0003735.2	OG0000060.0	OG0005996.10	OG0000876.20	OG0000435.0	OG0002506.0	OG0000026.45
-1.3154505308161575	-0.9991346425567468	-0.3735141370944932	-1.1332106856846844	-1.714538594862964	-2.3503385593573003	-1.427401324629968	0.21921499579542392	-0.6237096166629484	-1.1112275322575584	-0.40144422667648927	-0.6656605600930732	-0.8257214289638778	-0.3237325917341102	-1.695722611934325	-0.718331420027155	0.490672809713238	-0.5344956303704944	-0.1413028099616662
OG0007657.0	OG0002573.0	OG0000192.0	OG0005247.0	OG0000285.1	OG0000854.30	OG0009898.2	OG0004580.6	OG0008934.0	OG0007387.6	OG0000746.0	OG0000349.0	OG0002791.5	OG0000007.585	OG0004960.0	OG0004101.4	OG0000710.0	OG0002169.0	OG0000026.45
-2.049904905826314	-0.7911082249738468	-0.7107557148433575	-1.2870081105382027	-1.0528949484321255	-0.526784565929603	-1.3658714424749592	-1.677148875624409	-1.4611638922585346	-1.15200309344505	-0.7145385948629639	-0.4111954329844497	-1.6592668394122683	-0.3949798469375905	-0.0027437279454271078	-1.088653555896428	-0.6517675807607293	-0.6929212614601847	-0.1413028099616662
OG0000307.20	OG0000339.0	OG0005891.2	OG0000403.25	OG0001932.0	OG0001656.2	OG0004120.0	OG0008088.0	OG0000318.0	OG0007502.0	OG0006306.0	OG0003565.14	OG0000176.0	OG0002139.0	OG0004316.0	OG0000039.0	OG0003068.0	OG0007596.0	OG0000245.24
-0.13336891930599895	-0.2820878303555713	-1.176902852650796	-0.4597742994044606	-0.5515218785885228	-0.35328433892264566	-1.2270164478618955	-2.386845571568701	-0.8614476248473515	-1.14337278830161	-1.1165355818976774	-1.7903594860724001	-0.33387969740416884	-1.1880358246898064	-2.1328942704973457	-0.03637791489059239	-0.5454029434654504	-1.6551715030025589	-0.6384562020321349
OG0005719.2	OG0003243.26	OG0001923.1	OG0000423.2	OG0004723.0	OG0000192.0	OG0001557.1	OG0002729.16	OG0000043.242	OG0000409.24	OG0004979.3	OG0000187.1	OG0007244.6	OG0001263.26	OG0006156.1	OG0004697.0	OG0006151.2	OG0000002.1788	OG0002453.0
-1.3375210295767486	-1.3793197587756991	0.1713349473987682	-0.11185099598415361	-1.7336032269754467	-0.7107557148433575	-0.8517817278458553	-1.4134994447185751	-0.1305233660345985	0.10447085776291738	-1.3057883922321096	-0.2067283455019175	-1.2122332300614325	-1.0667295284676728	-2.309717010936488	-1.001154617941492	-1.087426774325152	0.2893623404769398	-0.23158274510390153
OG0012870.0	OG0004070.2	OG0000310.18	OG0000006.561	OG0003679.0	OG0000105.0	OG0000074.152	OG0004957.0	OG0001701.8	OG0009947.2	OG0005399.4	OG0006171.5	OG0005124.4	OG0001720.16	OG0000112.0	OG0000975.0	OG0014609.0	OG0000420.0	OG0001507.1
-2.3473987824034808	-1.3989691306511904	-0.14082554413356455	-0.17266872938773947	-1.4916727707196795	0.3918776772778659	-0.5625591756364571	-1.1834412506125562	-1.056491198838264	-1.054991671584577	-1.0490091001217243	-1.6144033039877546	-2.3658714424749596	-0.6060347243397574	-0.1919857109104024	-0.42876006879851164	-1.8426975336810263	-0.49045616203966397	-1.4953287646142606
OG0000018.842	OG0005416.0	OG0011218.0	OG0000538.0	OG0001156.1	OG0001851.13	OG0000105.0	OG0006383.0	OG0001829.22	OG0000349.0	OG0014525.2	OG0000001.1420	OG0000442.2	OG0000125.49	OG0002885.12	OG0005841.2	OG0005277.8	OG0003918.5
-0.48559996096338387	-1.3872228947148009	-2.2270164478618955	-0.9129445654566243	-0.7888631730177249	-1.38458370273713	0.3918776772778659	-0.7076894117955741	-0.6197138438769217	-0.4111954329844497	-2.417347659966045	-0.01727103870140411	-0.22617242101930626	0.8343876146053895	-0.7705351268599081	-1.435963338133392	-1.0294408032665983	-1.6051566384691394
OG0000119.0	OG0000575.28	OG0000139.0	OG0000801.24	OG0004372.18	OG0004226.0	OG0000165.49	OG0000257.0	OG0000074.152	OG0005145.0	OG0005019.0	OG0013080.0	OG0002447.0	OG0006009.0	OG0006108.0	OG0001653.23	OG0001707.6	OG0005917.0	OG0000011.1
-0.8567372069613801	-0.6810758359699232	-0.6077925010310296	-0.45502011674419607	-1.9833610578862109	-1.814513995871922	-0.7636604608316264	0.0001442622910945383	-0.5625591756364571	-1.0929555251272016	-0.7413001844300975	-1.9067102699985232	-1.190009416024795	-1.0457292298551206	-1.2660383366910795	-1.134793803412827	-0.23514432874529573	-0.9601597354682089	0.5140970048942337
OG0004319.0	OG0004856.1	OG0000429.0	OG0004736.6	OG0006961.0	OG0008167.0	OG0002825.0	OG0003514.0	OG0000837.0	OG0002353.2	OG0000009.921	OG0000916.24	OG0000749.2	OG0001637.1	OG0000255.174	OG0000121.128	OG0010730.2	OG0005904.2	OG0000075.0
-1.2416115345206478	-0.9847879149314968	-0.28086037780067485	-0.9315355490330943	-1.9235777245413976	-1.6206008374744216	0.3494785145191088	-0.8839014477634204	0.21921499579542392	-0.5715359737420209	-0.07263446472662155	-0.17869796011047026	-0.3830777578812987	-0.5838088061047857	-0.9224835302979048	-0.9810810178369486	-0.14768148749495644	-1.3982084161379738	-0.44929630375211244
OG0000018.842	OG0000231.0	OG0016272.0	OG0001709.27	OG0000007.3	OG0006104.0	OG0000747.2	OG0001620.0	OG0000074.152	OG0000409.24	OG0003647.3	OG0002270.30	OG0005095.4	OG0003933.8	OG0004569.0	OG0011586.0	OG0005488.14	OG0000002.1788	OG0000239.0
-0.48559996096338387	-0.34117157565634604	-0.9965416802275889	-0.3077513643266214	-0.23565384492254624	-1.0445383960764985	-2.16682653676166	-0.37763184758309515	-0.5625591756364571	0.10447085776291738	-0.8507406345003772	-0.27369190923451486	-1.5959688603781748	-1.100669665209555	-0.989363363891263	-2.2022399203681666	-1.0573916638883367	0.2893623404769398	-0.4494932990471394
OG0012758.0	OG0000575.28	OG0000018.289	OG0004473.2	OG0000099.0	OG0000579.24	OG0003322.8	OG0003097.12	OG0001913.2	OG0000350.8	OG0000121.128	OG0004327.0	OG0007495.0	OG0001659.0	OG0008627.0	OG0000290.0	OG0002442.0	OG0007630.0	OG0005400.0
-1.4900508536956893	-0.6810758359699232	-0.18885782633069192	-1.4977712511585333	0.19421315631120725	-1.0433485444289392	-0.8109661756099832	-1.1488006614067061	-0.8666995237702235	-0.40144422667648927	-0.9810810178369486	-0.13099723532474775	-0.05454211716674402	-0.5061477523051228	-0.41369161189047277	-0.5907448533151622	-1.1253210507925446	-1.9235777245413976	-1.35070645303286
OG0000575.28	OG0008112.0	OG0013564.0	OG0000056.0	OG0000105.0	OG0002718.4	OG0001273.24	OG0000486.2	OG0007175.0	OG0000592.34	OG0000169.16	OG0005872.0	OG0000471.2	OG0000841.0	OG0006348.3	OG0003230.0	OG0005465.0	OG0007348.0	OG0004695.0
-0.6810758359699232	-1.1536069791476398	-2.4235262348951694	0.25229454120183664	0.3918776772778659	-0.7053351439087583	-1.4607667291339643	-0.6604064990346017	-0.5030775339919288	-0.6237096166629484	-0.3176064889372687	-1.8246989660997566	-1.3375210295767486	-0.7086321957146922	-1.0267928458865443	-0.7546260373818374	-1.1224913113285053	-0.6064739677716448	-0.2376937109971179
OG0002554.10	OG0002035.0	OG0007787.4	OG0000239.0	OG0000187.1	OG0000000.3890	OG0005090.0	OG0000000.3460	OG0010750.6	OG0001609.10	OG0005646.0	OG0000675.1	OG0000047.282	OG0008123.0	OG0000599.0	OG0000574.1	OG0003606.1	OG0011321.2	OG0000010.475
-0.9026588912032982	-0.19050323599911453	-1.1867215954566879	-0.4494932990471394	-0.2067283455019175	0.7983408914462187	-0.7249929525001302	-1.0534937013109786	-2.852042118612899	-0.7027498788282933	-1.858305638035469	-1.4108117885091431	-0.4221724087637519	-1.0388953202709472	-0.9312604093276949	-1.4100448054815682	-1.6938544406912261	-1.1243771874674886	0.007339046008161679
OG0009847.2	OG0000015.1	OG0004142.0	OG0002857.4	OG0000139.0	OG0000406.0	OG0002656.2	OG0000559.30	OG0002968.0	OG0002858.1	OG0000169.16	OG0000081.1	OG0004159.23	OG0004323.9	OG0002324.4	OG0000047.282	OG0005879.0	OG0006168.0	OG0000026.45
-2.888968687611256	0.7040751643766956	-0.5014427519009832	-0.925768605814208	-0.6077925010310296	-0.7776900207356844	-1.1548913727698764	-1.033864894562046	-1.0250302371872846	-1.3606752108291549	-0.3176064889372687	-0.890037746601182	-3.043348544428939	-0.9936660662779495	-0.7784322114615907	-0.4221724087637519	-1.7379277116015897	-1.5872726614083572	-0.1413028099616662
